TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
OULG11;72,10;9,66;0,77;229.581,52;6,10;;;232.568.487,72;6.745,00;Ativa;
PATL11;88,90;5,60;0,92;1.687.021,52;2,36;;;481.744.332,63;11.660,00;Ativa;
GTWR11;105,05;7,79;1,04;1.508.012,97;0,32;;;1.209.330.002,24;26.984,00;Ativa;
HAAA11;101,00;3,69;1,04;10.244,93;1,21;;;263.837.998,54;75,00;Ativa;
PORD11;101,50;10,11;1,00;334.848,72;13,21;;0,50;199.977.610,24;8.850,00;Ativa;
TEPP11;78,19;7,43;0,83;448.846,48;3,04;;;399.750.365,30;7.821,00;Ativa;
BCRI11;111,80;11,26;1,05;2.094.117,83;2,45;2,98;3,55;469.801.628,14;37.798,00;Ativa;
BRIP11;1.099,00;0,00;1,11;50.724,78;19,72;;;90.100.652,55;231,00;Ativa;
BTSG11;0,00;0,00;;;0,37;;;72.672.700,66;49,00;Ativa;
HOSI11;80,48;6,17;0,87;44.817,83;12,60;;;53.020.719,64;2.216,00;Ativa;
VIFI11;88,30;8,48;0,88;457.831,79;5,76;;;281.745.468,49;4.278,00;Ativa;
VSHO11;74,99;1,74;0,74;33.694,69;2,74;;;211.859.538,12;1.844,00;Ativa;
BICR11;93,31;3,15;0,94;69.142,67;7,32;;;49.480.079,61;629,00;Ativa;
BLMG11;101,85;3,22;1,03;1.069.670,86;22,66;;;377.762.155,35;2.557,00;Ativa;
HSLG11;104,05;3,09;0,99;1.368.975,03;4,58;;;1.333.095.980,39;13.731,00;Ativa;
HSRE11;98,50;2,47;1,02;365.860,14;1,96;;;824.684.495,66;25,00;Ativa;
HTMX11;103,70;0,00;0,79;199.694,03;0,89;8,60;-5,11;164.134.688,37;24.484,00;Ativa;
HUSC11;131,03;6,58;1,01;5.528,79;1,37;;;103.437.354,92;666,00;Passiva;
HUSI11;1.040,00;0,00;1,09;3.120,00;27,92;;;95.541.037,03;77,00;Ativa;
BPFF11;79,98;8,08;0,95;1.040.909,07;8,35;-5,02;-6,49;380.116.251,45;18.970,00;Ativa;
BPML11;86,89;0,93;0,64;79.153,31;6,68;;;585.123.766,98;1.059,00;Ativa;
BRCO11;110,21;5,96;1,02;3.951.496,97;2,70;;;1.602.955.497,24;32.249,00;Ativa;
BRHT11B;86,80;0,00;1,05;;1,26;;;152.095.896,16;11,00;--;
LSPA11;0,00;0,00;;;1,43;;;40.307.930,37;220,00;Ativa;
LUGG11;95,90;6,02;0,88;55.132,86;0,82;;;98.506.218,43;4.388,00;Ativa;
MOFF11;0,00;0,00;;;0,43;;;190.843.005,40;2,00;Ativa;
NAVT11;90,80;0,66;0,94;227.224,10;4,65;;;102.164.252,64;2.176,00;Ativa;
NCHB11;95,15;11,08;1,02;437.266,76;44,63;-35,38;;134.566.700,42;6.424,00;Ativa;
BTAL11;104,29;0,95;1,04;895.556,38;49,91;;;600.980.508,82;9.611,00;Ativa;
BTCR11;92,84;6,74;0,96;1.655.572,24;2,99;-7,30;;466.929.590,31;8.772,00;Ativa;
FAED11;162,48;9,22;0,76;124.264,14;1,49;-6,34;-6,38;137.337.148,14;5.169,00;Passiva;
FAMB11B;1.192,67;9,94;0,34;72.036,52;8,71;-9,82;-26,47;365.691.116,16;3.757,00;Passiva;
FISD11;0,00;0,00;;;0,00;;;119.119.345,57;25,00;Ativa;
PLOG11;92,84;1,50;0,97;51.533,83;4,95;;;71.539.479,62;1.568,00;Ativa;
FLMA11;138,00;3,57;44,37;260.134,17;2,06;-15,86;289,80;214.749.677,44;74.910,00;Ativa;
FLRP11;1.319,31;5,12;0,79;12.990,60;1,78;-2,22;1,58;108.398.133,18;974,00;Passiva;
FMOF11;70,01;2,46;0,53;4.062,38;1,32;23,48;-9,03;67.175.179,13;364,00;Passiva;
FOFT11;123,00;0,00;1,12;;5,10;-47,71;11,35;131.819.480,59;3.846,00;Ativa;
FPAB11;241,70;7,94;0,54;32.606,50;1,13;-12,32;-9,51;336.136.819,88;983,00;Passiva;
FVPQ11;136,12;2,70;0,69;83.992,31;0,98;-4,01;-16,04;549.532.448,22;5.310,00;Passiva;
GALG11;109,91;4,48;1,09;1.836.370,10;0,39;;;568.509.424,27;3.495,00;Ativa;
GESE11B;1.520,00;6,06;1,12;456.000,00;1,49;;;70.335.173,68;55,00;Passiva;
GSFI11;4,40;0,00;0,32;62.044,90;0,13;;;953.239.815,02;5.391,00;Passiva;
PQAG11;62,98;12,28;1,16;12.171,44;5,03;;;760.892.765,67;375,00;Ativa;
PQDP11;2.899,90;2,57;0,80;194.977,38;0,78;-11,38;0,00;865.516.627,25;4.198,00;Passiva;
RBRM11;94.794,81;68,79;0,58;;0,10;;;88.075.056,64;54,00;Ativa;
RBRR11;100,40;7,07;1,01;2.111.773,31;4,25;-3,04;2,95;759.871.469,18;69.306,00;Ativa;
SOLR11;1.220,00;0,00;1,19;1.220,00;2,24;;;64.583.515,87;32,00;Ativa;
CEOC11;68,37;8,16;0,79;110.515,62;2,04;-5,33;-7,24;157.247.974,49;7.072,00;Passiva;
CJCT11;61,00;0,00;0,90;493.235,63;1,15;;6,60;182.844.296,35;1.604,00;Passiva;
CORM11;115,00;1,14;1,16;8.104,33;48,43;;;91.005.210,32;62,00;Ativa;
CPTS11;101,25;11,48;1,06;10.470.561,76;4,55;5,47;1,53;1.749.247.095,88;82.502,00;Ativa;
CVBI11;104,49;11,90;1,04;3.387.255,66;9,16;;;596.153.316,82;30.746,00;Ativa;
CXCE11B;87,40;12,15;1,08;70.549,03;5,73;5,14;1,98;138.866.128,05;2.764,00;Passiva;
CXCO11;102,60;1,27;1,02;350.495,17;0,78;;;393.011.199,80;13.669,00;Ativa;
EGYR11;0,00;0,00;;;0,00;;;93.129.477,25;5,00;Passiva;
GCRI11;102,15;3,94;1,00;57.136,14;15,15;;;88.248.618,10;149,00;Ativa;
RBLG11;107,00;1,40;0,94;879,20;18,07;;;73.209.362,34;62,00;Ativa;
IBFF11;68,90;7,22;0,80;205.263,03;4,13;;;57.272.721,51;5.490,00;Ativa;
IFID11;94,03;2,45;0,99;144.082,97;2,09;;;71.298.621,17;2.057,00;Passiva;
IFIE11;94,00;3,03;1,05;59.811,38;0,58;;;80.698.530,66;6.528,00;Passiva;
TFOF11;138,00;1,72;1,14;389.140,62;13,36;29,98;-52,89;103.080.374,68;3.278,00;Ativa;
TORD11;10,38;12,93;1,00;1.790.379,28;9,83;;;280.232.076,11;54.571,00;Ativa;
TRNT11;147,41;3,70;0,71;22.138,69;0,29;-8,51;-3,88;816.093.501,75;704,00;Passiva;
URPR11;127,65;18,50;1,28;1.101.554,34;14,74;;;165.389.805,87;8.477,00;Ativa;
VILG11;117,80;5,64;1,03;5.125.914,79;10,77;;;1.717.681.134,13;132.156,00;Ativa;
VINO11;60,07;8,07;1,00;2.184.196,79;3,82;;;760.704.358,28;73.841,00;Ativa;
VISC11;110,26;3,65;0,92;2.924.246,97;0,72;-17,32;4,00;1.703.769.909,71;191.465,00;Ativa;
TSER11;0,00;0,00;;;10,48;;;119.323.857,40;11,00;Ativa;
VTPA11;0,00;0,00;;;2,51;;;73.511.754,33;1,00;Ativa;
VTPL11;0,00;0,00;;;0,70;;;114.338.563,69;54,00;Passiva;
VTRT11;0,00;0,00;;;20,14;;;1.030.654.046,20;499,00;Ativa;
VTVI11;0,00;0,00;;;11,25;;;68.385.187,49;1,00;Ativa;
VTXI11;0,00;0,00;;;24,09;;;3.486.780,10;1,00;Ativa;
VVPR11;98,77;7,34;0,99;179.784,76;0,33;;;230.627.036,90;1.024,00;Ativa;
VXXV11;0,00;0,00;;;0,96;;;72.452.019,06;4,00;Ativa;
WPLZ11;65,09;0,23;0,62;9.165,21;0,84;22,10;0,05;106.573.539,69;1.965,00;Passiva;
YUFI11;0,00;0,00;;;6,63;;;36.552.294,27;8,00;Ativa;
ZIFI11;0,00;0,00;;;0,08;;;18.485.920,24;6,00;Ativa;
AFOF11;182,16;0,00;1,69;5.861,13;10,70;;;39.463.995,21;87,00;Ativa;
BBFO11;87,83;2,69;0,92;102.715,07;1,49;;;382.522.537,75;3.775,00;Passiva;
BBPO11;114,00;11,35;1,13;1.834.730,66;4,78;1,95;-4,36;1.599.619.138,41;65.788,00;Passiva;
BCFF11;85,38;7,02;1,01;4.013.378,52;21,66;-1,88;4,33;2.130.516.253,11;279.598,00;Ativa;
BLMR11;83,65;2,75;0,88;772.834,03;9,55;;;243.570.258,22;3.734,00;Ativa;
CJFI11;0,00;0,00;;;0,41;;;97.958.029,90;1,00;Ativa;
ATWN11;0,00;0,00;;;0,79;;;93.315.310,89;2,00;Passiva;
DEVA11;106,30;11,69;1,08;8.526.883,28;2,99;;;631.222.402,69;23.222,00;Ativa;
DLMT11;0,00;0,00;;;1,73;;;13.868.494,31;9,00;Ativa;
JFLL11;96,30;2,64;1,00;69.408,34;1,89;;;145.080.526,29;1.504,00;Ativa;
JRDM11;68,17;2,67;0,78;70.805,52;3,09;-10,15;-2,62;220.206.678,75;5.564,00;Passiva;
KEVE11;996,00;0,00;0,99;61.283,44;11,16;;;149.127.455,44;379,00;Passiva;
PNDL11;0,00;0,00;;;84,02;;;8.086.148,38;46,00;Ativa;
PNPR11;0,00;0,00;;;11,14;;;57.158.173,34;13,00;Ativa;
AIEC11;86,89;5,20;0,87;224.967,79;4,46;;;483.603.291,35;3.012,00;Ativa;
ALZR11;121,75;5,13;1,19;1.558.058,90;1,87;-7,11;9,09;459.174.855,56;87.562,00;Ativa;
RECT11;78,50;10,78;0,84;2.506.429,34;9,88;;;763.274.448,24;71.418,00;Ativa;
ANCR11B;3.400,00;1,10;1,02;3.400,00;1,27;;;1.499.236.897,56;55,00;Ativa;
AQLL11;386,00;0,00;0,26;2.743,80;0,00;;;145.997.093,41;37,00;Ativa;
RECX11;98,99;0,91;1,06;5.797,81;1,08;;;18.588.589,80;337,00;Ativa;
REIT11;1.140,00;6,63;0,90;3.802,00;33,53;;-2,61;33.232.500,09;61,00;Ativa;
RELG11;93,85;4,95;0,97;244.005,79;18,08;;;108.815.496,26;2.757,00;Ativa;
SBCL11;0,00;0,00;;;127,26;;;37.873.498,19;1,00;Ativa;
TGAR11;134,95;10,46;1,05;5.558.013,52;15,13;13,86;;949.390.234,14;61.120,00;Ativa;
VSLH11;10,30;5,66;1,03;2.153.682,62;1,37;;;120.031.937,53;1.137,00;Ativa;
BBRC11;115,99;9,98;1,01;151.699,90;3,77;1,39;-3,98;182.730.068,76;8.772,00;Passiva;
CTXT11;23,21;11,63;0,48;30.273,66;0,68;-16,48;79,10;125.506.257,05;4.196,00;Passiva;
DAMT11B;0,00;0,00;;;0,05;;;105.068.934,73;51,00;Passiva;
BRLA11;0,00;0,00;;;0,87;;;122.532.483,32;84,00;Ativa;
CCRF11;0,00;0,00;;;84,17;;;62.812.309,49;11,00;Ativa;
FINF11;0,00;0,00;;;0,13;;;82.775.507,57;4,00;Ativa;
BLMC11;0,00;0,00;;;20,79;;;29.577.898,64;23,00;Ativa;
HCRI11;391,22;8,91;1,29;93.220,62;0,53;6,52;5,52;60.623.666,52;3.199,00;Passiva;
AFCR11;111,00;10,20;1,07;304.895,45;1,71;;;123.444.882,79;1.652,00;Ativa;
AFHI11;95,50;0,52;1,00;521.902,59;45,56;;;171.402.029,05;3.242,00;Ativa;
JBFO11;98,07;0,79;1,01;255.499,80;0,14;;;124.428.658,13;342,00;Ativa;
BICE11;0,00;0,00;;;110,33;;;619.782,08;88,00;Ativa;
BREV11;115,90;4,08;1,09;473,20;2,67;;;98.928.504,28;78,00;Ativa;
HCHG11;0,00;0,00;;;50,72;;;6.628.046,93;103,00;Ativa;
CARE11;0,75;2,28;0,47;561.718,21;1,80;;-24,61;288.700.842,07;10.624,00;Ativa;
HFOF11;97,91;7,45;1,02;2.953.281,07;1,78;-6,89;2,51;2.071.075.904,19;66.145,00;Ativa;
HGBS11;201,00;2,77;0,91;1.966.151,83;0,44;-29,68;-2,07;2.197.222.976,79;81.967,00;Ativa;
KNSC11;101,90;6,44;1,07;3.894.023,72;0,50;;;251.637.323,87;16.020,00;Ativa;
LKDV11;0,00;0,00;;;40,09;;;21.890.968,30;58,00;Ativa;
ESTQ11;0,00;0,00;;;28,69;;;24.144.802,38;5,00;Ativa;
EVBI11;99,03;2,59;1,01;36.687,67;2,32;;;105.965.450,46;95,00;Ativa;
PATB11;0,00;0,00;;;6,06;;;504.159.467,74;59,00;Ativa;
PRTS11;117,70;0,00;1.307,78;;27,15;;;4.894.470,14;11,00;Ativa;
RBBV11;98,70;34,98;0,98;118.496,52;1,08;83,37;17,40;126.592.088,63;3.143,00;Passiva;
RBCB11;19,00;0,00;;;;-15,04;-58,97;0,00;462,00;Ativa;
RBED11;148,00;8,22;0,98;295.700,52;5,02;-6,17;-3,13;303.894.530,56;11.879,00;Ativa;
RBFF11;67,92;8,92;0,93;701.180,21;3,91;0,50;;274.271.050,16;18.119,00;Ativa;
RBGS11;35,70;3,55;0,39;27.595,38;0,37;16,07;-10,11;97.817.118,87;2.959,00;Passiva;
RBHY11;102,00;4,09;1,01;49.874,90;26,57;;;60.865.645,00;161,00;Ativa;
RBIR11;78,03;0,00;0,81;53.904,43;57,96;;;147.816.452,31;1.197,00;Ativa;
RMAI11;42,00;0,00;0,39;4.796,05;0,09;;;264.351.778,61;1.158,00;Passiva;
ROOF11;0,00;0,00;;;54,40;;;30.190.535,10;27,00;Ativa;
RRCI11;84,40;4,43;0,88;99.757,66;8,17;;;46.239.188,51;2.038,00;Ativa;
RSPD11;1.300,00;0,00;1,14;39.000,00;23,21;;;170.503.384,96;30,00;Ativa;
RVBI11;94,48;8,12;1,00;503.948,14;9,24;;;135.657.765,35;10.824,00;Ativa;
RZAK11;95,55;1,58;0,98;1.392.167,55;5,34;;;292.029.989,18;6.843,00;Ativa;
SALI11;0,00;0,00;;;3,50;;;7.912.398,24;2,00;Passiva;
TBOF11;15,56;0,55;103,73;;72,69;72,22;-41,11;1.554.972,69;9.158,00;Passiva;
TCIN11;108,00;0,00;0,85;101.948,89;2,81;;;88.914.056,89;111,00;Ativa;
VERE11;235,53;8,36;0,75;;7,23;2,73;;172.446.537,68;54,00;Ativa;
VGHF11;9,50;2,63;0,98;492.538,28;12,79;;;160.344.804,03;3.375,00;Ativa;
VGIP11;102,64;11,57;1,08;2.492.822,72;30,67;;;513.403.781,40;28.317,00;Ativa;
VGIR11;91,20;6,03;0,94;1.094.067,00;1,41;;;435.967.414,18;22.848,00;Ativa;
VIDS11;0,00;0,00;;;13,02;;;28.311.021,39;314,00;Ativa;
STRX11;8,52;5.600,61;0,00;;0,43;;;295.203.364,69;53,00;Passiva;
HPDP11;82,79;2,89;0,82;8.707,29;1,25;;;293.216.006,53;370,00;Passiva;
HRDF11;1,60;0,00;0,96;58.022,24;61,56;;;12.678.450,44;1.107,00;Ativa;
HSAF11;103,92;6,22;1,05;629.210,66;1,68;;;89.207.447,69;3.205,00;Ativa;
HSML11;91,00;4,47;0,93;2.758.629,69;2,16;;;1.539.379.240,33;119.802,00;Ativa;
IRDM11;129,45;11,08;1,30;8.502.746,10;24,26;14,13;14,20;2.184.331.212,91;155.014,00;Ativa;
RBCO11;57,53;9,69;0,57;215.419,59;3,78;;;383.980.859,75;3.968,00;Ativa;
RBDS11;20,85;0,00;0,67;3.128,48;21,32;35,29;-62,49;3.930.061,20;1.017,00;Ativa;
ARCT11;109,25;21,74;1,07;788.951,10;83,85;;;162.535.424,95;5.068,00;Ativa;
ATCR11;0,00;0,00;;;0,68;;;71.852.847,88;33,00;Ativa;
BBFI11B;2.586,94;12,02;1,03;341.151,55;8,82;2,66;6,28;327.841.152,42;7.774,00;Passiva;
BBIM11;0,00;0,00;;;23,07;-15,23;;64.366.133,81;20,00;Ativa;
DOVL11B;21,39;121,58;0,02;;3,44;;;58.931.721,67;7,00;Ativa;
FISC11;165,00;0,50;1,05;33.000,00;0,37;;;247.786.515,54;70,00;Ativa;
HGLG11;167,80;6,70;1,14;5.482.373,83;13,34;7,72;9,77;2.706.356.204,54;279.672,00;Ativa;
HGPO11;226,95;5,19;0,93;286.516,55;0,43;;;402.286.702,76;9.867,00;Passiva;
HGRE11;132,00;6,18;0,78;3.957.757,69;0,42;-3,00;2,11;1.999.657.650,61;109.764,00;Ativa;
LATR11B;167,00;2,20;5,77;7.148,20;111,50;;;3.589.511,84;163,00;Ativa;
PABY11;12,44;0,00;;1.009,88;;;-20,70;-5.941.591,36;439,00;Passiva;
PATC11;68,55;5,20;0,79;475.441,59;1,87;;;301.715.125,49;13.836,00;Ativa;
PVBI11;95,30;4,62;0,99;2.077.898,34;14,54;;;937.392.495,36;30.253,00;Ativa;
QAGR11;53,00;8,65;0,91;899.494,03;0,19;;;294.769.700,89;17.634,00;Ativa;
QIFF11;103,99;5,87;1,05;38.142,17;0,99;;;14.821.319,13;168,00;Passiva;
SPVJ11;0,00;0,00;;;7,17;;;505.986.099,54;24,00;Ativa;
VSEC11;88,00;7,98;0,90;432.144,64;15,47;;;1.645.739.378,89;49,00;Ativa;
VTLT11;108,01;7,50;1,06;396.052,62;2,05;0,02;2,47;216.152.976,86;5.492,00;Ativa;
BMII11;0,00;0,00;;;0,46;;;69.159.289,74;12,00;Ativa;
BVAR11;0,00;0,00;;;0,94;7,31;;681.882.072,26;69,00;Passiva;
LFTT11;108,50;3,74;1,77;514.403,73;16,26;;;429.557.690,92;364,00;Ativa;
MAXR11;92,94;8,52;0,78;111.881,90;1,03;-5,43;-2,58;133.651.738,92;2.838,00;Ativa;
MBRF11;879,45;10,46;0,77;48.873,24;3,83;-1,93;-3,51;116.031.980,30;2.840,00;Ativa;
MCCI11;103,36;7,59;1,03;4.459.972,21;11,82;;;896.572.052,46;42.983,00;Ativa;
RZTR11;100,54;5,18;1,04;3.271.556,34;52,93;;;1.069.504.651,37;30.109,00;Ativa;
VOTS11;85,96;4,99;0,87;4.631,32;10,25;;;82.017.484,80;322,00;Ativa;
VRTA11;111,55;8,69;1,10;2.405.281,34;10,40;-7,14;2,86;1.010.653.241,50;90.108,00;Ativa;
XPCI11;100,45;8,71;1,03;3.955.950,97;8,10;;;638.975.828,69;23.674,00;Ativa;
XPCM11;40,25;22,21;0,56;339.248,28;3,71;-3,21;-23,89;174.676.493,81;32.729,00;Passiva;
XPHT11;88,40;0,00;1,02;27.003,17;0,77;;;331.031.113,19;1.617,00;Ativa;
CXTL11;403,30;4,18;0,62;45.564,57;1,86;8,22;-9,82;35.034.656,80;569,00;Passiva;
FCAS11;0,00;0,00;;;186,17;;;80.684.223,04;2,00;Passiva;
RFOF11;83,91;7,84;0,90;263.134,83;0,67;;;101.001.640,04;3.222,00;Ativa;
RNDP11;703,26;31,03;0,75;30.693,44;22,30;52,08;-8,40;101.219.947,26;866,00;Ativa;
SADI11;84,38;2,88;0,84;783.430,21;6,60;;;319.600.945,21;2.831,00;Ativa;
SAIC11B;39,52;0,00;0,72;221,00;6,48;;;78.062.851,74;52,00;Passiva;
BLCP11;99,86;5,46;0,98;35.738,19;3,79;;;194.972.275,62;169,00;Ativa;
BTLG11;113,80;5,94;1,13;6.872.815,62;12,39;16,23;17,98;1.306.865.918,90;101.452,00;Ativa;
HGFF11;83,48;8,27;0,86;605.957,83;3,74;;;277.011.967,82;8.564,00;Ativa;
HGRU11;122,15;6,73;1,04;7.165.753,00;1,78;-0,44;;2.170.969.775,73;124.528,00;Ativa;
HLOG11;112,86;6,80;0,94;208.648,69;2,05;;;507.955.972,93;4.050,00;Ativa;
LASC11;95,00;4,52;0,92;399.931,37;9,87;;;260.397.391,07;141,00;Ativa;
LGCP11;93,00;6,48;0,94;292.971,79;0,63;;;270.141.971,62;8.396,00;Ativa;
RBIV11;84,50;8,32;0,84;367.814,38;4,08;;;103.013.163,23;2.772,00;Ativa;
RBRD11;60,19;31,78;0,85;114.290,03;4,06;19,94;-9,61;131.842.763,02;12.341,00;Passiva;
RBRF11;86,50;8,94;0,94;2.988.938,62;10,05;-5,08;-3,47;1.257.991.638,81;71.271,00;Ativa;
RBRL11;106,23;7,76;0,99;1.800.766,55;14,80;;;607.030.845,85;5.518,00;Ativa;
RBRP11;84,36;7,10;0,97;3.184.265,10;26,76;;;1.062.752.449,92;87.562,00;Ativa;
SHOP11;100,00;0,00;1,64;;5,09;;;90.083.710,23;11,00;Ativa;
VLJS11;1.141,14;5,43;3,50;;20,36;;;10.740.150,05;12,00;Passiva;
VLOL11;95,00;5,56;0,98;90.550,07;1,14;4,47;5,90;173.066.588,66;4.772,00;Passiva;
WTSP11B;45,34;3,86;0,57;1.066,96;3,76;;;79.125.016,62;206,00;Ativa;
CBOP11;73,99;8,30;0,82;363.329,66;1,06;2,87;5,56;128.415.105,52;3.924,00;Passiva;
FPNG11;0,00;0,00;;;1,07;-16,16;;165.220.479,25;50,00;Ativa;
PBLV11;926,98;10,84;0,69;;3,15;;;3.632.327.213,55;2,00;Ativa;
SARE11;102,70;4,65;1,02;919.859,97;1,46;;;537.488.360,33;5.916,00;Ativa;
ARFI11B;479,99;0,00;0,41;;0,10;;;134.352.418,88;28,00;Ativa;
BZLI11;14,42;0,00;1,26;411.919,59;1,57;;1,97;439.665.897,40;31,00;Ativa;
KINP11;13,53;5,03;1,57;1.593,29;3,34;;;61.581.654,62;433,00;Ativa;
KNCR11;90,90;3,97;0,92;3.990.839,79;9,83;-20,11;-5,01;3.847.357.167,46;67.592,00;Ativa;
KNHY11;112,00;10,07;1,09;2.263.486,90;2,22;;;1.095.864.456,08;6.093,00;Ativa;
MFAI11;98,61;30,70;1,03;89.151,93;14,71;;;29.005.724,02;3.775,00;Ativa;
MFII11;113,59;10,52;0,95;888.971,48;33,13;-4,87;-0,39;475.137.918,26;29.583,00;Ativa;
MGFF11;82,47;8,34;0,98;1.801.756,24;1,38;-3,49;-3,23;765.165.830,09;51.364,00;Ativa;
