TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
EURO11;203,00;8,58;0,72;78.140,60;1,68;8,84;7,15;109.006.380,05;2.530,00;Passiva;
XPHT11;91,01;0,00;1,05;146.653,67;0,46;;;330.559.770,32;1.477,00;Ativa;
XPHT12;41,65;0,00;0,48;10.314,58;0,46;;;330.559.770,32;1.477,00;Ativa;
NSLU11;221,00;10,18;1,04;143.958,32;1,98;4,28;-1,11;244.408.065,59;7.514,00;Passiva;
BIME11;9,29;1,29;0,98;124.117,20;26,15;;;55.547.088,26;477,00;Ativa;
GZIT11;0,00;0,00;;;1,60;;;2.030.913.869,89;1,00;Ativa;
FTCE11B;2.950,01;5,81;1,05;;8,85;;;2.574.689.163,31;57,00;Ativa;
FLRP11;1.205,00;5,59;0,72;22.871,62;1,77;-7,54;-1,74;108.777.317,33;917,00;Passiva;
AIEC11;73,39;10,46;0,73;478.136,68;5,39;;;486.481.248,48;4.976,00;Ativa;
FOFT11;123,00;0,00;1,12;;5,10;-47,71;10,97;131.819.480,59;3.846,00;Ativa;
GTLG11;100,01;2,80;1,01;46.848,05;4,61;;;711.152.630,95;58,00;Ativa;
VOTS11;84,01;7,96;0,86;1.407,54;16,57;6,47;-1,18;81.087.297,42;300,00;Ativa;
ERCR11;76.000,00;13,23;1,02;76.000,00;0,15;;;177.302.795,70;11,00;Passiva;
TBOF11;15,56;0,00;172,89;;48,87;72,22;-43,00;905.052,51;9.169,00;Passiva;
RBRY11;104,90;9,74;1,01;746.600,24;6,87;;;353.780.750,14;11.425,00;Ativa;
MGCR11;85,74;11,38;0,90;89.671,96;3,23;;;136.040.564,39;2.116,00;Ativa;
SPAF11;0,00;0,00;;;5,51;;;11.361.778,22;1,00;Ativa;
VIDS11;0,00;0,00;;;14,11;;;59.107.889,07;712,00;Ativa;
IBFF11;59,88;9,14;0,86;56.137,52;5,60;;;46.653.436,14;4.918,00;Ativa;
SPTW11;44,50;31,64;0,90;218.232,48;5,91;19,60;-17,58;89.355.196,77;19.604,00;Passiva;
PABY11;11,80;0,00;;673,00;;;-17,35;-8.246.025,21;430,00;Passiva;
HSRE11;100,00;6,62;1,03;1.272.886,59;2,33;;;830.837.526,52;71,00;Ativa;
VTPL11;0,00;0,00;;;2,63;;;116.637.204,54;54,00;Passiva;
PLRI11;38,55;7,38;0,87;8.384,70;2,52;-9,92;-19,54;42.110.172,08;773,00;Ativa;
HBRH11;90,43;9,61;0,85;319.038,24;2,70;;;295.750.933,66;1.750,00;Ativa;
DOVL11B;21,39;43,19;0,02;;2,65;;;71.043.452,33;51,00;Ativa;
VISC11;101,70;5,92;0,87;2.065.213,24;2,84;-8,79;-2,25;2.058.292.486,22;201.784,00;Ativa;
NPAR11;12,30;343,16;0,66;4.676,92;8,07;;-53,33;2.228.572,42;720,00;Ativa;
RELG11;81,00;11,14;0,85;170.133,60;0,64;;;127.381.730,29;4.258,00;Ativa;
BNFS11;125,99;10,70;1,21;39.150,76;5,18;8,45;0,18;72.837.554,95;3.427,00;Ativa;
RCFA11;5,29;0,00;3,41;12.105,20;0,01;;;18.120.273,43;3.617,00;Passiva;
BRLA11;143,98;8,21;0,89;169.349,20;0,16;;;240.018.351,65;130,00;Passiva;
BICE11;1.150,00;6,03;1,29;1.675,00;16,63;;;9.889.299,34;89,00;Ativa;
VTLT11;91,25;10,73;0,89;222.177,40;2,18;-2,37;-1,68;216.435.904,71;5.952,00;Ativa;
FCAS11;0,00;0,00;;;186,17;;;80.684.223,04;2,00;Passiva;
SADI11;86,27;5,27;0,86;539.395,00;2,31;;;319.808.921,34;2.753,00;Ativa;
MGIM11;0,00;0,00;;;12,78;;;27.425.765,87;59,00;Ativa;
RCRI11B;1.200,00;3,34;3,28;1.200,00;70,80;;;18.639.596,10;149,00;Ativa;
KISU11;8,05;9,98;0,94;918.615,28;7,17;;;379.670.432,78;50.778,00;Ativa;
OUJP11;88,16;10,85;0,87;487.791,84;6,97;-3,57;-5,07;330.555.871,85;21.286,00;Ativa;
TSNC11;0,00;0,00;;;2,71;1,01;;100.054.756,88;66,00;Ativa;
HSML11;79,43;6,43;0,84;1.881.705,44;1,69;;;1.501.075.388,34;119.603,00;Ativa;
RBRL11;93,60;9,06;0,88;769.962,56;5,78;;;711.004.292,61;7.295,00;Ativa;
HLOG11;93,50;8,09;0,82;129.373,24;1,25;;;483.225.708,31;3.801,00;Ativa;
OURE11;86,64;12,12;0,94;171.902,88;21,49;13,91;-2,05;99.060.743,99;4.375,00;Ativa;
RBBV11;100,00;32,11;0,99;239.178,74;1,01;75,40;10,68;126.470.249,69;3.475,00;Passiva;
VERE11;233,49;12,14;0,74;;8,04;13,87;;174.069.216,31;53,00;Ativa;
HBTT11;1.055,00;0,00;;;;;;0,00;0,00;Ativa;
HMOC11;226,95;64,60;0,95;69.159,67;0,67;122,18;2,48;91.223.530,50;209,00;Passiva;
FVBI11;94,97;0,00;;;;142,93;-8,36;0,00;0,00;Passiva;
GRLV11;104,51;0,00;17,51;;2.489,44;135,25;1,97;6.407.890,29;2.604,00;Passiva;
FAED11;146,79;9,56;0,69;72.197,08;1,58;-8,61;-11,27;137.412.142,23;5.078,00;Passiva;
BRIP11;1.020,43;0,00;1,04;400.510,00;15,45;;;116.509.691,29;232,00;Ativa;
RFOF11;74,51;10,20;0,94;156.342,92;0,53;;;85.709.079,16;6.670,00;Ativa;
SIGR11;0,00;0,00;;;43,34;;;23.649.238,22;50,00;Ativa;
NVIF11B;227,50;1,30;1,26;;18,43;;;60.762.463,20;7,00;Ativa;
CORM11;100,00;8,95;1,07;2.990,43;13,37;;;85.361.211,11;220,00;Ativa;
RBRS11;67,16;7,33;0,72;38.748,17;12,49;;;129.875.170,09;1.187,00;Ativa;
LFTT11;109,98;7,70;1,80;187.077,17;27,65;;;428.081.221,15;393,00;Ativa;
AFHI11;100,00;7,40;1,01;692.012,92;2,33;;;176.825.735,80;5.607,00;Ativa;
PNDL11;0,00;0,00;;;58,69;;;25.513.822,66;46,00;Ativa;
KNCR11;101,05;5,38;1,00;9.243.803,32;17,25;-6,33;-1,30;3.943.715.974,84;78.290,00;Ativa;
EXES11;0,00;0,00;;;1,06;;;8.425.220,06;23,00;Ativa;
IRIM11;113,00;3,55;1,13;20.860,64;1,64;;;129.732.965,13;293,00;Ativa;
HGPO11;237,00;6,13;0,88;269.852,88;4,85;;;472.698.435,50;10.068,00;Passiva;
HGBS11;178,50;4,79;0,85;1.373.251,80;0,54;-21,09;-9,71;2.112.312.883,11;80.403,00;Ativa;
RVBI11;82,41;10,59;0,97;349.154,80;11,93;;;122.122.993,19;11.327,00;Ativa;
CTXT11;18,99;2,11;0,44;6.836,44;4,14;-23,80;65,75;113.108.757,92;3.772,00;Passiva;
FISC11;165,00;1,50;1,07;;0,14;;;253.338.319,30;66,00;Ativa;
BTLG11;104,88;7,77;1,05;4.264.458,08;17,78;19,69;10,35;1.522.704.994,65;148.424,00;Ativa;
LSPA11;0,00;0,00;;;0,83;;;40.127.772,25;220,00;Ativa;
FIIB11;449,25;8,76;1,01;328.720,92;1,61;7,47;1,59;303.500.566,33;16.760,00;Passiva;
PBLV11;926,98;8,93;0,68;;2,31;;;4.046.990.591,58;;Ativa;
PLOG11;76,38;8,39;0,80;66.887,44;4,00;;;71.489.581,79;1.986,00;Ativa;
BPRP11;98,50;9,66;0,91;22.282,33;0,07;;;145.796.458,09;201,00;Passiva;
RBDS11;9,85;23,90;0,38;660,30;23,70;18,99;-66,96;3.258.445,22;1.035,00;Ativa;
ANCR11B;3.500,00;2,58;1,04;3.500,00;1,95;;;1.515.627.958,78;58,00;Ativa;
ELDO11B;762,38;8,13;0,57;;0,22;13,53;;1.057.624.343,65;60,00;Passiva;
RCRB11;127,00;7,76;0,64;609.798,20;2,14;10,45;-9,62;728.157.489,25;29.889,00;Ativa;
SAIC11B;35,74;0,00;0,66;1.322,00;5,42;;-17,65;77.406.275,53;51,00;Passiva;
BRCO11;99,80;6,77;0,84;2.725.884,96;1,40;;;1.753.609.368,40;53.363,00;Ativa;
YUFI11;0,00;0,00;;;1,39;;;37.579.975,83;10,00;Ativa;
BTCR11;92,81;9,46;0,94;585.380,08;5,16;5,43;;476.195.729,77;10.258,00;Ativa;
KNSC11;100,00;13,69;1,11;3.352.796,96;6,58;;;717.423.945,13;38.670,00;Ativa;
IDFI11;102,00;4,97;1,00;10.791,60;2,55;;;209.298.712,63;19,00;Ativa;
VGIR11;98,91;7,06;1,02;941.847,80;6,09;-8,39;-0,63;438.106.848,72;26.784,00;Ativa;
ORPD11;129,72;0,00;0,85;162,00;0,00;;;44.184.093,81;30,00;Ativa;
VTPA11;0,00;0,00;;;1,81;;;72.980.120,17;1,00;Ativa;
SARE11;70,01;10,58;0,71;927.100,48;5,62;;;906.186.117,12;12.418,00;Ativa;
JPPC11;230,00;40,53;0,43;1.080,00;4,64;;-27,36;29.144.764,72;86,00;Ativa;
RBIR11;75,36;0,00;0,79;57.407,80;38,50;;;146.658.316,94;1.319,00;Ativa;
RBRM11;94.794,81;107,70;0,69;;0,97;;;73.566.671,14;54,00;Ativa;
HUSI11;1.050,00;0,00;1,10;1.050,00;1,32;;;100.634.982,30;139,00;Ativa;
KEVE11;1.100,00;0,13;1,10;33.816,67;1,39;;;148.216.790,99;383,00;Passiva;
VCJR11;98,85;11,86;1,04;1.048.231,28;4,54;;;1.106.452.911,42;7.486,00;Ativa;
MCCI11;102,75;10,02;1,00;4.656.094,48;2,75;;;1.273.722.037,22;68.809,00;Ativa;
PURB11;0,00;0,00;;;20,12;;;34.506.912,21;1,00;Ativa;
BZEL11;0,00;0,00;;;0,05;;;351.066.467,92;3,00;Ativa;
XPML11;93,00;5,85;0,89;3.509.425,80;5,32;-8,61;-5,24;1.945.352.415,30;253.698,00;Ativa;
FISD11;0,00;0,00;;;2,77;;;108.451.340,72;25,00;Ativa;
ATCR11;0,00;0,00;;;0,92;;;72.731.888,78;33,00;Ativa;
SCPF11;8,00;2,55;0,63;4.858,40;2,21;-27,57;-10,61;53.497.376,28;4.537,00;Ativa;
XPCM11;19,76;17,56;0,36;120.801,24;3,11;-29,82;-40,73;133.587.253,96;31.171,00;Passiva;
BVAR11;0,00;0,00;;;0,91;31,72;;674.196.132,24;69,00;Passiva;
ATWN11;0,00;0,00;;;0,59;;;93.179.733,20;2,00;Passiva;
ARRI11;96,49;15,43;1,03;501.661,88;7,57;;;97.931.960,81;4.947,00;Ativa;
PRSN11B;0,52;2,45;1,41;949,76;16,01;;;19.002.842,36;1.244,00;Ativa;
ABCP11;73,00;6,68;0,80;109.282,28;1,48;-1,44;-6,49;1.119.462.962,71;19.172,00;Passiva;
LATR11B;150,00;12,22;12,99;2.395,00;112,81;;;1.433.757,76;163,00;Ativa;
NEWU11;33,97;0,00;0,55;2.620,48;0,25;58,77;;45.627.697,52;1.726,00;Ativa;
HSLG11;91,35;7,62;0,81;608.424,40;3,82;;;1.428.045.971,18;17.414,00;Ativa;
VCRR11;78,98;5,94;0,81;45.535,72;1,52;;;196.132.238,25;1.909,00;Ativa;
RZAK11;92,90;8,29;0,98;899.563,84;0,20;;;285.187.459,44;7.055,00;Ativa;
FAMB11B;997,50;0,00;0,29;23.884,92;6,77;-9,82;-25,01;360.414.709,44;3.191,00;Passiva;
