TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
HGRE11;145,99;5,43;0,86;3.018.531,17;0,61;-4,59;-0,68;2.001.162.087,61;107.442,00;Ativa;
LATR11B;222,00;1,65;7,56;2.220,00;96,05;;;3.646.734,24;156,00;Ativa;
PABY11;14,31;0,00;;1.271,86;;;-17,63;-4.939.249,04;458,00;Passiva;
PATC11;85,70;4,02;0,85;654.394,83;2,47;;;352.279.522,58;15.109,00;Ativa;
PVBI11;95,35;3,00;0,99;2.284.252,04;14,68;;;937.882.529,12;25.153,00;Ativa;
QAGR11;53,52;7,68;0,55;1.457.969,87;33,86;;;488.410.854,10;15.438,00;Ativa;
QIFF11;104,50;3,70;1,04;27.286,40;1,43;;;15.093.542,84;119,00;Passiva;
SPVJ11;0,00;0,00;;;3,75;;;397.385.287,21;5,00;Ativa;
VSEC11;89,00;4,10;0,91;145.597,24;2,54;;;800.497.978,96;515,00;Ativa;
VTLT11;113,89;7,03;1,12;392.793,91;2,05;;;215.950.109,64;5.127,00;Ativa;
BMII11;0,00;0,00;;;0,19;;;69.371.902,12;12,00;Ativa;
BVAR11;0,00;0,00;;;0,44;0,94;;677.320.841,23;69,00;Passiva;
LFTT11;105,50;3,13;1,89;166.609,29;9,73;;;346.777.467,74;376,00;Ativa;
MAXR11;1.879,99;7,13;0,84;98.502,61;1,43;-2,00;-2,07;132.421.848,81;2.845,00;Ativa;
MBRF11;865,90;11,14;0,76;170.825,35;3,66;0,17;-7,02;115.708.659,03;2.839,00;Ativa;
MCCI11;105,00;7,05;1,05;3.371.120,43;17,61;;;889.721.360,88;31.545,00;Ativa;
RZTR11;103,50;3,10;1,07;2.712.139,74;5,35;;;477.482.443,36;14.177,00;Ativa;
VOTS11;86,99;4,60;0,88;36.691,25;21,94;;;81.786.533,93;334,00;Ativa;
VRTA11;114,80;7,87;1,12;2.854.902,78;35,81;-7,26;2,65;1.022.156.111,20;86.041,00;Ativa;
XPCI11;93,91;8,17;0,96;2.061.655,57;1,88;;;644.414.216,24;16.204,00;Ativa;
XPCM11;39,80;25,95;0,54;1.223.891,09;2,77;2,30;-26,06;179.563.251,25;33.772,00;Passiva;
XPHT11;85,50;0,40;0,69;102.732,55;0,18;;;474.607.267,86;1.617,00;Ativa;
CXTL11;354,03;1,55;0,48;203.581,94;1,09;-23,75;-14,83;39.133.567,14;574,00;Passiva;
FCAS11;0,00;0,00;;;186,17;;;80.684.223,04;2,00;Passiva;
RFOF11;89,00;6,00;0,93;349.191,26;1,04;;;102.772.210,90;2.891,00;Ativa;
RNDP11;795,00;5,17;0,85;58.616,79;17,61;-12,85;-5,43;100.456.963,87;1.418,00;Ativa;
SADI11;79,00;3,32;0,79;357.439,48;12,47;;;319.276.735,48;2.763,00;Ativa;
SAIC11B;35,01;0,00;0,64;140,00;6,58;;;78.718.544,64;57,00;Passiva;
BLCP11;103,30;3,38;1,00;38.829,05;6,02;;;112.439.863,65;150,00;Ativa;
BTLG11;116,48;5,52;1,15;7.110.573,13;25,95;16,31;17,37;1.313.394.857,08;74.145,00;Ativa;
HGFF11;93,80;7,36;0,95;727.345,74;4,52;;;282.887.008,21;8.187,00;Ativa;
HGRU11;126,50;6,48;1,07;6.712.458,26;0,55;;;2.173.315.246,86;108.819,00;Ativa;
HLOG11;117,50;6,54;0,98;452.738,00;2,81;;;510.327.063,55;2.893,00;Ativa;
LASC11;96,00;3,82;0,93;356.269,13;23,71;;;259.731.983,08;113,00;Ativa;
LGCP11;97,49;5,92;0,99;199.452,35;0,82;;;269.979.506,47;8.038,00;Ativa;
RBIV11;86,95;6,93;0,88;326.046,17;3,83;;;101.779.198,04;2.447,00;Ativa;
RBRD11;60,81;34,81;0,87;173.542,96;4,17;21,96;-10,40;129.779.941,81;13.019,00;Passiva;
RBRF11;93,60;8,37;1,00;5.002.506,70;15,69;-2,85;-1,51;1.278.126.688,01;69.948,00;Ativa;
RBRL11;108,00;7,24;1,01;1.183.774,65;46,90;;;605.179.905,10;4.197,00;Ativa;
RBRP11;91,20;6,64;1,04;3.796.718,13;0,49;;;750.034.821,25;71.560,00;Ativa;
SHOP11;100,00;0,00;1,63;;6,75;;;90.885.560,53;11,00;Ativa;
VLJS11;1.141,14;2,23;1,34;;7,81;;;50.351.012,55;12,00;Passiva;
VLOL11;102,26;5,19;1,06;200.572,65;1,06;5,22;5,49;172.939.031,19;5.322,00;Passiva;
WTSP11B;49,99;4,12;0,63;47.198,06;4,49;;;79.252.493,97;205,00;Ativa;
CBOP11;73,99;7,93;0,82;100.334,35;0,98;1,34;-54,20;128.361.206,61;3.994,00;Passiva;
FPNG11;0,00;0,00;;;0,86;-16,50;;165.188.854,73;50,00;Ativa;
PBLV11;23,08;435,50;0,02;;4,44;;;3.520.449.411,22;2,00;Ativa;
SARE11;98,02;3,73;0,98;637.776,52;1,81;;;537.017.198,61;4.551,00;Ativa;
ARFI11B;479,99;0,00;0,40;;0,00;;;137.448.723,58;28,00;Ativa;
BZLI11;14,77;0,00;1,28;109.979,09;0,40;;;432.989.541,95;30,00;Ativa;
KINP11;13,68;3,58;1,51;2.547,00;4,94;;;64.593.904,86;338,00;Ativa;
KNCR11;90,22;4,13;0,92;4.545.566,17;8,61;-19,23;-4,93;3.839.105.749,32;69.288,00;Ativa;
KNHY11;114,94;8,15;1,09;1.610.789,13;4,02;;;1.131.514.499,27;5.180,00;Ativa;
MFAI11;99,10;27,73;1,01;245.662,65;24,45;;;29.710.056,65;3.457,00;Ativa;
MFII11;120,87;10,12;1,01;1.110.024,39;22,34;-4,31;-0,17;388.680.997,94;27.185,00;Ativa;
MGFF11;87,83;7,83;0,99;2.602.956,78;3,01;;;802.143.324,53;50.582,00;Ativa;
NVHO11;16,20;5,93;1,31;10.619,48;0,79;10,84;;512.872.835,59;2.561,00;Ativa;
NVIF11B;227,50;2,87;1,24;;16,63;;;62.097.139,70;7,00;Ativa;
SFND11;83,07;107,28;4,54;;15,37;114,52;;17.965.940,65;55,00;Passiva;
SHPH11;818,55;3,04;1,00;193.475,52;0,66;-5,48;-7,67;499.433.307,01;3.126,00;Passiva;
SPAF11;0,00;0,00;;;2,41;;;11.308.693,01;1,00;Ativa;
TRXB11;116,64;4,27;1,14;662.844,90;3,16;;;255.841.337,48;104,00;Passiva;
TRXF11;108,35;7,04;1,01;2.991.988,22;4,14;;;510.298.305,04;17.697,00;Ativa;
TSNC11;0,00;0,00;;;2,05;5,74;;98.692.792,75;66,00;Ativa;
MXRF11;10,59;8,03;1,05;8.397.416,22;10,17;0,40;3,08;1.839.036.654,45;323.803,00;Ativa;
TOUR11;134,99;5,65;0,34;17.642,67;42,74;;;3.972.834,74;176,00;Ativa;
ATSA11;113,99;0,00;1,15;2.996,45;1,81;;;173.282.956,62;263,00;Passiva;
KNRI11;154,00;5,12;0,98;4.285.009,61;3,12;-6,43;-2,39;3.774.561.009,37;229.276,00;Ativa;
SPTW11;76,75;11,80;1,11;439.280,30;5,47;9,82;0,42;124.595.321,77;16.897,00;Passiva;
EDGA11;27,33;6,27;0,35;100.597,65;0,87;-9,32;-15,45;300.362.054,72;7.650,00;Passiva;
FIIP11B;196,50;10,55;1,02;153.683,61;2,61;5,91;-1,53;177.934.599,16;8.672,00;Passiva;
FIVN11;4,00;0,00;0,56;13.321,17;0,02;;-12,64;67.081.986,41;2.445,00;Passiva;
BMLC11;93,56;6,86;0,88;105.097,65;2,40;18,13;3,67;106.659.983,96;1.661,00;Ativa;
BNFS11;121,85;9,53;1,17;56.103,04;4,65;5,73;0,79;72.655.677,19;3.377,00;Ativa;
RCFF11;108,18;4,65;1,10;6.667,43;16,64;;;31.719.178,60;52,00;Ativa;
TCPF11;1,26;0,00;0,01;;6,80;;;32.608.025,38;52,00;Ativa;
EDFO11B;251,00;7,15;1,17;115.712,14;1,34;-4,40;-4,42;50.713.409,13;83,00;Passiva;
GRLV11;104,51;107,02;17,51;753.753,27;2.489,44;135,25;-6,04;6.407.890,29;2.604,00;Passiva;
