TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
PLCR11;89,96;10,13;0,96;447.827,64;16,23;;;198.028.503,22;8.538,00;Ativa;
PLOG11;81,50;4,28;0,85;65.559,69;4,22;;;71.581.175,29;1.863,00;Ativa;
RBBV11;100,00;35,08;0,99;239.178,74;1,01;75,40;14,82;126.470.249,69;3.475,00;Passiva;
RBCB11;19,00;0,00;;;;-15,04;-55,80;0,00;462,00;Ativa;
RBCO11;55,69;10,05;0,55;182.255,18;4,15;;;382.501.480,75;4.598,00;Ativa;
PLRI11;47,56;6,31;0,96;5.185,79;2,77;-15,30;-15,81;47.388.171,21;788,00;Ativa;
PNDL11;0,00;0,00;;;43,82;;;9.025.795,40;46,00;Ativa;
RBIV11;83,70;9,18;0,87;184.118,61;3,32;;;166.732.992,36;5.676,00;Ativa;
RBLG11;101,00;3,30;0,91;24.585,30;2,48;;;70.827.966,54;90,00;Ativa;
RBRF11;74,14;10,67;0,85;2.810.654,18;3,47;-3,09;-7,74;1.189.485.453,30;75.474,00;Ativa;
RBRL11;100,51;7,82;0,93;668.577,92;7,38;;;720.808.132,51;6.588,00;Ativa;
RRCI11;79,86;7,52;0,82;173.056,33;0,36;;;46.864.826,25;2.077,00;Ativa;
SBCL11;0,00;0,00;;;135,26;;;33.243.135,47;1,00;Ativa;
SHOP11;100,00;0,00;1,70;;1,67;;;87.080.255,57;12,00;Ativa;
SHDP11B;0,00;0,00;;;1,14;-14,42;;2.153.358.329,90;3,00;Passiva;
SNFF11;93,00;1,91;0,99;916.578,21;8,28;;;235.311.629,41;28.612,00;Ativa;
TBOF11;15,56;0,00;141,45;;63,92;72,22;-40,80;1.103.576,22;9.157,00;Passiva;
TCIN11;109,60;0,00;0,78;48.488,00;1,75;;;117.192.390,09;126,00;Ativa;
TEPP11;74,70;7,42;0,79;335.674,62;0,27;;;398.467.509,52;8.093,00;Ativa;
TRXB11;117,50;7,99;1,15;898.408,00;3,38;;;256.217.042,06;133,00;Passiva;
AFCR11;105,07;12,71;1,03;173.293,95;29,28;;;140.621.755,76;3.493,00;Ativa;
URPR11;120,95;21,32;1,30;2.750.777,97;130,81;;;154.034.409,29;33.881,00;Ativa;
VOTS11;84,72;6,29;0,86;2.222,36;5,71;3,18;-3,73;81.867.480,31;305,00;Ativa;
VRTA11;108,40;9,89;1,10;1.848.614,23;5,04;-3,93;0,06;982.285.533,20;91.890,00;Ativa;
VSEC11;86,41;8,55;0,86;2.477,96;34,58;;;6.310.816,95;51,00;Ativa;
VTPA11;0,00;0,00;;;1,74;;;72.936.512,05;1,00;Ativa;
VVPR11;95,79;8,12;0,93;159.357,15;1,25;;;238.213.568,27;1.430,00;Ativa;
VSHO11;81,43;3,82;0,80;31.917,92;2,76;;;213.075.783,36;1.886,00;Ativa;
VSLH11;10,01;9,36;1,01;1.106.972,87;1,36;;;262.775.471,74;24.550,00;Ativa;
VTLT11;94,71;9,42;0,93;256.021,00;2,11;-2,36;;216.263.797,19;5.791,00;Ativa;
VTPL11;0,00;0,00;;;0,38;;;113.986.328,54;54,00;Passiva;
VTRT11;0,00;0,00;;;20,14;;;1.030.654.046,20;499,00;Ativa;
XPIN11;92,86;8,09;0,83;764.987,69;4,73;-3,55;;735.024.913,00;57.090,00;Ativa;
XPLG11;100,26;7,13;0,92;5.375.646,82;6,74;-2,16;4,44;2.968.962.261,22;271.163,00;Ativa;
XPML11;97,74;5,06;0,94;3.688.172,87;6,12;-9,38;4,18;1.902.325.463,75;255.027,00;Ativa;
XPPR11;65,59;10,11;0,78;1.311.842,33;3,39;;;618.295.002,65;46.580,00;Ativa;
XPSF11;81,93;10,92;0,90;1.117.666,10;0,84;;;394.215.820,81;19.693,00;Ativa;
XTED11;6,79;0,00;0,50;4.718,08;1,05;;-25,90;26.247.801,80;4.808,00;Passiva;
ZIFI11;1.399,95;0,00;1,27;64.817,08;1,56;;;22.932.090,56;18,00;Ativa;
VTVI11;0,00;0,00;;;11,56;;;67.840.509,52;1,00;Ativa;
VTXI11;0,00;0,00;;;21,53;;;3.358.357,42;2,00;Ativa;
AFHI11;92,33;4,22;0,95;926.702,13;8,94;;;172.876.618,28;3.871,00;Ativa;
AFOF11;82,97;5,80;0,85;142.693,21;7,06;;;67.805.605,75;2.251,00;Ativa;
AIEC11;78,72;8,79;0,78;370.547,10;4,99;;;484.941.482,42;3.885,00;Ativa;
CNES11;38,66;4,65;0,44;12.353,67;5,88;0,32;-18,15;257.291.228,20;2.375,00;Passiva;
BVAR11;0,00;0,00;;;1,42;33,18;;632.585.016,31;69,00;Passiva;
FCAS11;0,00;0,00;;;186,17;;;80.684.223,04;2,00;Passiva;
DLMT11;0,00;0,00;;;35,66;;;13.706.944,00;9,00;Ativa;
GESE11B;1.520,00;7,59;0,92;456.000,00;1,53;;;86.276.011,90;55,00;Passiva;
FISC11;165,00;0,88;1,06;;0,20;;;255.038.644,56;65,00;Ativa;
KNIP11;104,10;12,35;1,05;8.997.658,79;10,35;14,84;-1,47;5.860.326.087,09;58.669,00;Ativa;
KNRE11;2,20;3,18;1,09;16.590,97;3,48;;-39,22;37.508.152,63;6.564,00;Ativa;
MORC11;0,00;0,00;;;0,17;;;46.412.178,78;78,00;Ativa;
MOFF11;0,00;0,00;;;4,38;;;156.484.195,40;3,00;Ativa;
RBRD11;49,20;7,83;0,68;62.728,46;3,72;-30,72;-15,96;133.316.154,95;11.506,00;Passiva;
TFOF11;138,00;0,00;1,14;;13,36;29,98;-51,30;103.080.374,68;3.278,00;Ativa;
XPCI11;96,90;10,15;1,01;2.614.606,90;7,04;;;629.365.241,76;44.707,00;Ativa;
SPVJ11;0,00;0,00;;;9,12;;;578.234.893,66;26,00;Ativa;
ABCP11;69,70;5,90;0,79;102.009,46;1,31;-7,89;-4,72;1.080.690.326,04;19.446,00;Passiva;
YUFI11;0,00;0,00;;;1,26;;;37.561.151,44;10,00;Ativa;
ATCR11;0,00;0,00;;;0,67;;;72.699.298,80;33,00;Ativa;
BCFF11;72,75;8,40;0,91;3.462.217,79;6,81;-1,94;-2,10;2.011.493.649,20;287.251,00;Ativa;
BCIA11;87,02;8,78;0,82;409.599,64;0,67;-6,34;-6,95;394.694.066,45;14.480,00;Ativa;
BMII11;0,00;0,00;;;0,43;;;68.953.112,54;12,00;Ativa;
DOVL11B;21,39;5,25;0,02;;3,43;;;71.033.416,35;51,00;Ativa;
HGCR11;104,73;8,30;1,02;2.223.598,77;2,35;-1,88;-0,71;1.270.258.371,42;59.822,00;Ativa;
HGFF11;75,49;8,94;0,82;474.221,15;4,42;;;262.585.760,25;9.089,00;Ativa;
KNSC11;99,42;9,72;1,08;3.193.528,62;2,59;;;592.145.708,74;31.674,00;Ativa;
RBRM11;94.794,81;92,25;0,69;;7,13;;;74.550.885,11;54,00;Ativa;
RBTS11;1.000,00;0,00;0,96;;7,77;;;59.165.978,40;56,00;Ativa;
ROOF11;0,00;0,00;;;18,17;;;59.294.346,54;63,00;Ativa;
SFND11;83,07;101,96;4,64;;13,40;114,52;;17.561.589,73;55,00;Passiva;
TELD11;0,00;0,00;;;134,64;;;9.500.385,16;1,00;Ativa;
VLJS11;1.141,14;4,80;1,45;;4,78;;;46.350.026,22;12,00;Passiva;
VJFD11;0,00;0,00;;;1,66;;;510.576.048,00;97,00;Ativa;
BICE11;0,00;0,00;;;12,79;;;10.320.301,24;90,00;Ativa;
DAMT11B;0,00;0,00;;;0,03;;;111.353.145,06;51,00;Passiva;
FISD11;0,00;0,00;;;0,00;;;120.227.691,91;25,00;Ativa;
LSPA11;0,00;0,00;;;0,82;;;40.245.735,60;220,00;Ativa;
PATB11;0,00;0,00;;;3,15;;;558.365.829,42;59,00;Ativa;
WPLZ11;59,74;0,17;0,58;11.692,03;0,97;22,10;-0,42;105.705.779,95;1.908,00;Passiva;
WTSP11B;48,45;4,57;0,61;2.061,00;2,28;-23,97;;79.040.300,76;200,00;Ativa;
XBXO11;0,00;0,00;;;0,76;;;283.031.406,33;1,00;Ativa;
BTRA11;95,00;0,84;0,95;652.447,77;59,74;;;336.056.215,46;7.868,00;Ativa;
BTSG11;0,00;0,00;;;0,23;;;75.542.843,23;53,00;Ativa;
BTSI11;0,00;0,00;;;0,25;;;27.239.544,64;52,00;Ativa;
FINF11;0,00;0,00;;;0,26;;;92.195.425,49;4,00;Ativa;
VPSI11;0,00;0,00;;;0,64;-11,47;;147.839.123,36;56,00;Passiva;
EGYR11;12,52;0,00;1,00;563,00;0,03;;;93.200.745,03;21,00;Passiva;
GTLG11;0,00;0,00;;;100,06;;;717.880.747,28;50,00;Ativa;
LKDV11;0,00;0,00;;;25,00;;;43.473.405,48;57,00;Ativa;
SALI11;0,00;0,00;;;3,50;;;7.923.464,83;2,00;Passiva;
SPAF11;0,00;0,00;;;5,03;;;11.325.702,66;1,00;Ativa;
VIDS11;0,00;0,00;;;4,97;;;51.565.760,61;516,00;Ativa;
