TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
BBFI11B;2.394,98;12,84;0,95;334.684,26;8,54;1,33;13,66;329.117.307,81;8.020,00;Passiva;
BBFO11;77,98;5,24;0,87;66.449,88;1,45;;;356.862.624,54;3.850,00;Passiva;
BLCP11;83,00;9,11;0,81;22.837,14;3,65;;;196.716.892,97;197,00;Ativa;
BLMC11;99,00;4,51;0,99;7.084,14;3,73;;;40.048.588,49;45,00;Ativa;
BLMG11;98,48;6,07;0,95;845.784,09;2,27;;;393.291.906,08;3.786,00;Ativa;
BZEL11;0,00;0,00;;;0,10;;;351.259.170,03;2,00;Ativa;
ANCR11B;3.400,00;1,10;1,01;3.400,00;1,48;;17,42;1.519.590.924,11;61,00;Ativa;
ATSA11;101,97;0,00;1,04;15.291,35;1,10;;;172.359.874,06;251,00;Passiva;
BARI11;104,51;14,66;1,02;1.548.282,06;10,23;;;473.865.656,55;28.814,00;Ativa;
ALZR11;115,99;5,65;1,07;1.083.551,97;16,76;-3,43;8,09;643.073.060,40;95.561,00;Ativa;
CTXT11;21,10;7,87;0,44;10.200,79;0,60;-23,80;73,07;123.766.794,62;4.006,00;Passiva;
CVBI11;101,50;13,18;1,01;2.918.810,91;10,73;;;992.853.839,31;43.199,00;Ativa;
CXCE11B;56,66;19,36;0,70;170.181,71;5,89;5,64;-10,94;139.010.819,24;3.157,00;Passiva;
CXCO11;91,99;3,57;0,92;338.872,21;0,96;;;393.689.523,83;12.740,00;Ativa;
CXRI11;72,69;9,63;0,81;48.224,76;0,73;-6,99;-57,59;141.451.128,32;2.994,00;Ativa;
CXTL11;392,00;4,11;0,61;9.186,23;0,62;16,16;-10,94;34.198.623,82;716,00;Passiva;
DEVA11;102,00;15,93;1,04;5.330.731,88;6,82;;;1.073.591.946,46;44.781,00;Ativa;
DMAC11;12,09;335,92;1,38;22.917,12;101,88;;;1.365.989,10;2.133,00;Passiva;
DOMC11;439,00;0,00;3,96;17.499,67;0,01;;-4,24;271.098.110,28;1.162,00;Ativa;
DRIT11B;109,75;3,41;0,84;1.170,97;0,70;-20,03;-2,66;60.752.777,78;329,00;Ativa;
DVFF11;89,00;0,79;0,95;116.222,13;1,77;;;102.942.035,27;286,00;Ativa;
EDFO11B;243,00;7,05;1,14;22.859,96;1,26;-7,49;-4,61;50.099.428,83;576,00;Passiva;
EDGA11;24,97;7,33;0,32;42.867,79;0,43;-14,63;-12,29;300.416.122,04;7.328,00;Passiva;
ERCR11;73.900,00;8,83;0,95;22.264.186,50;0,17;;;184.910.094,88;9,00;Passiva;
EURO11;204,00;8,15;0,72;64.719,56;1,82;4,80;8,78;109.009.497,61;2.514,00;Passiva;
EVBI11;98,00;4,57;0,96;1.062.840,60;2,71;;;109.938.982,43;144,00;Ativa;
FAED11;150,59;9,62;0,70;55.587,26;1,56;-7,40;-8,95;137.392.485,01;5.201,00;Passiva;
FAMB11B;1.156,00;2,98;0,33;37.182,82;7,68;-9,82;-18,87;363.493.032,19;3.374,00;Passiva;
FATN11;101,79;7,50;1,02;31.717,74;4,64;;;76.212.634,37;332,00;Ativa;
FCFL11;111,03;6,70;1,09;380.089,26;0,46;1,90;6,10;352.475.454,03;4.425,00;Passiva;
FEXC11;86,49;9,61;0,92;689.304,53;13,36;-2,49;-6,70;571.388.205,97;17.204,00;Ativa;
FIGS11;57,88;4,70;0,61;221.337,35;4,66;-33,94;-4,93;268.699.295,57;17.073,00;Passiva;
FIIB11;471,62;7,68;1,07;328.241,44;1,40;4,49;5,82;303.111.673,41;17.016,00;Passiva;
FIIP11B;180,00;7,15;0,90;94.977,15;2,73;-7,75;-0,09;185.574.394,30;8.955,00;Passiva;
FIVN11;2,55;0,00;0,37;21.028,71;0,02;;-5,90;64.638.528,46;3.132,00;Passiva;
FLCR11;101,37;6,93;1,01;77.571,50;8,04;;;50.401.577,19;326,00;Ativa;
FLMA11;125,00;4,45;0,80;122.027,09;3,05;-13,45;4,50;214.803.014,56;21.440,00;Ativa;
FLRP11;1.305,00;4,00;0,79;23.721,67;1,80;-15,39;0,78;107.462.666,75;946,00;Passiva;
FMOF11;70,03;1,88;0,53;1.913,16;1,15;20,42;-6,98;66.999.039,05;344,00;Passiva;
FTCE11B;2.950,01;15,35;1,09;;7,37;;1,35;2.471.722.518,36;57,00;Ativa;
FVBI11;94,97;35,94;;;;142,93;-1,90;0,00;0,00;Passiva;
GCRI11;99,22;8,05;0,98;175.895,32;2,20;;;96.141.032,50;885,00;Ativa;
FOFT11;123,00;0,00;1,12;;5,10;-47,71;14,71;131.819.480,59;3.846,00;Ativa;
GESE11B;1.520,00;7,59;0,92;456.000,00;1,53;;;86.276.011,90;55,00;Passiva;
GGRC11;116,00;7,74;0,88;1.634.483,00;13,13;-0,41;-1,96;1.021.573.707,34;95.416,00;Ativa;
HBCR11;105,00;6,49;1,15;1.890,00;4,03;;;24.683.402,15;10,00;Ativa;
HBRH11;84,97;9,25;0,77;119.560,00;2,47;;;246.268.356,75;1.585,00;Ativa;
HBTT11;1.055,00;1,57;;37.746,53;;;;0,00;0,00;Ativa;
HCHG11;92,00;1,68;0,96;23.387,04;2,84;;;115.451.037,37;270,00;Ativa;
HOSI11;78,80;8,17;0,85;23.615,56;12,68;;;53.052.736,02;2.254,00;Ativa;
HPDP11;82,00;3,57;0,85;9.658,30;1,59;;;279.149.733,48;377,00;Passiva;
HRDF11;1,43;0,00;0,95;2.136,47;65,16;;;11.437.862,73;1.424,00;Ativa;
IBFF11;65,89;8,18;0,85;122.951,06;7,44;;;51.590.554,43;5.253,00;Ativa;
IFID11;81,99;5,72;0,91;87.484,09;0,57;;;67.131.235,45;2.144,00;Passiva;
IFIE11;80,00;4,86;0,95;84.382,47;1,82;;;75.956.874,05;5.881,00;Passiva;
IRDM11;113,32;13,03;1,16;9.484.000,91;8,39;14,63;8,04;2.738.009.354,15;185.995,00;Ativa;
JBFO11;91,22;1,83;1,00;105.237,50;4,79;;;116.609.444,31;359,00;Ativa;
JFLL11;85,50;5,15;0,88;69.091,82;1,92;;;145.124.047,47;1.746,00;Ativa;
JPPA11;97,30;10,60;0,94;23.489,38;12,67;;;62.554.838,36;624,00;Ativa;
LASC11;94,84;5,57;0,92;219.024,00;0,74;;;259.146.028,23;150,00;Ativa;
LATR11B;120,00;18,33;4,54;360,00;106,84;;;3.278.599,69;163,00;Ativa;
LVBI11;103,15;6,07;0,90;2.103.223,03;8,94;;;1.350.820.116,15;37.461,00;Ativa;
MAXR11;88,95;8,86;0,76;150.110,82;1,07;-11,26;-3,57;132.497.013,88;3.450,00;Passiva;
MBRF11;820,00;10,63;0,72;56.788,94;3,92;-4,16;-6,71;116.210.575,13;2.817,00;Ativa;
MCCI11;101,17;8,99;1,01;3.782.026,21;26,08;;;1.247.863.237,15;57.163,00;Ativa;
MGFF11;70,10;9,70;0,88;1.612.340,56;1,74;-8,30;-5,55;719.468.908,08;50.557,00;Ativa;
MGLG11;99,80;1,94;0,99;266.251,84;1,92;;;66.019.662,71;1.028,00;Ativa;
MINT11;112,00;0,00;0,93;15.920,17;19,62;;;62.576.793,16;64,00;Ativa;
MXRF11;10,07;8,64;1,01;5.745.010,06;14,22;2,84;0,43;2.255.498.409,89;441.509,00;Ativa;
ONEF11;143,00;5,55;0,89;164.506,32;1,04;-2,02;4,31;146.329.407,15;4.189,00;Passiva;
ORPD11;132,00;0,00;0,87;441,33;0,00;;3,38;43.791.454,84;29,00;Ativa;
PEMA11;72,00;7,49;0,79;12.131,16;1,29;;;50.030.350,66;88,00;Ativa;
PLCR11;91,87;9,92;0,98;347.986,53;16,23;;;198.028.503,22;8.538,00;Ativa;
PLOG11;82,80;4,22;0,87;68.246,15;4,22;;;71.581.175,29;1.863,00;Ativa;
PORD11;94,58;11,25;0,95;803.716,50;17,05;;-0,79;369.334.555,85;13.343,00;Ativa;
QAGR11;50,95;9,42;0,85;465.859,82;0,63;;;301.352.332,77;18.338,00;Ativa;
RCRB11;144,90;6,76;0,74;464.627,62;2,25;12,84;-0,25;723.540.914,37;29.971,00;Ativa;
RCRI11B;1.200,00;3,83;1,84;1.200,00;22,08;;;33.278.188,33;149,00;Ativa;
RELG11;88,44;7,74;0,92;219.715,26;15,48;;;128.033.184,16;4.012,00;Ativa;
MGHT11;94,27;7,84;0,96;16.902,09;5,80;;;124.668.638,26;525,00;Ativa;
PQAG11;63,78;12,23;1,12;13.640,97;0,25;;;795.654.869,47;420,00;Ativa;
PQDP11;2.100,00;4,80;0,58;108.439,79;0,88;-16,19;-9,14;866.048.114,27;4.092,00;Passiva;
QAMI11;92,59;4,45;1,00;14.372,59;1,56;;;74.493.952,63;630,00;Ativa;
QIRI11;89,51;8,67;0,98;6.071,63;1,35;;;13.711.414,87;162,00;Passiva;
RBVA11;107,90;10,09;0,95;861.513,76;0,03;1,91;;1.314.670.535,78;42.257,00;Ativa;
RCFF11;102,76;4,97;1,07;11.353,83;10,24;;;30.922.229,11;80,00;Ativa;
RFOF11;82,00;9,18;0,93;281.906,06;1,02;;;94.625.611,47;4.835,00;Ativa;
RZTR11;99,00;7,86;1,00;2.911.143,88;17,47;;;1.098.988.164,07;34.267,00;Ativa;
RBRS11;71,39;5,13;0,74;31.181,42;32,48;;;100.730.831,60;1.185,00;Ativa;
RBRY11;100,79;9,07;0,97;768.538,35;7,58;;;352.923.968,40;10.779,00;Ativa;
RBVO11;13,78;4,83;0,64;4.230,26;4,78;-43,82;-38,38;11.178.982,68;2.091,00;--;
RECT11;70,44;10,88;0,76;1.235.851,62;6,18;;;761.338.100,37;79.861,00;Ativa;
RECX11;95,80;4,64;1,06;21.448,81;1,04;;;17.826.436,80;411,00;Ativa;
SADI11;82,00;3,54;0,82;193.770,09;2,08;;;319.964.307,76;2.838,00;Ativa;
SEQR11;78,81;6,05;0,75;149.981,26;3,99;;;168.296.647,67;1.638,00;Ativa;
SHPH11;805,00;3,64;0,98;137.183,82;0,54;-11,31;-4,69;501.986.765,50;3.073,00;Passiva;
RCFA11;0,62;0,00;0,40;27.143,88;0,07;;;18.276.153,68;3.617,00;Passiva;
SAIC11B;36,05;0,00;0,66;36,00;5,49;;-16,08;77.575.792,89;51,00;Passiva;
SARE11;76,61;7,56;0,76;974.110,62;9,28;;;926.943.697,70;11.485,00;Ativa;
SCPF11;8,61;2,58;0,68;6.011,41;2,11;-29,53;-8,93;53.317.977,29;4.594,00;Ativa;
SDIL11;90,49;7,88;0,89;738.433,12;10,89;-2,45;-0,21;647.207.951,05;43.303,00;Ativa;
TEPP11;73,96;7,49;0,78;361.671,68;0,27;;;398.467.509,52;8.093,00;Ativa;
TFOF11;138,00;0,00;1,14;;13,36;29,98;-51,30;103.080.374,68;3.278,00;Ativa;
THRA11;138,50;35,30;14,52;53.642,50;140,47;90,73;10,70;14.050.683,35;2.084,00;Passiva;
SJAU11;119,66;0,00;1,20;4.946.505,00;0,40;;;791.603.153,06;121,00;Passiva;
TCIN11;109,60;0,00;0,78;48.488,00;1,75;;;117.192.390,09;126,00;Ativa;
TORD11;10,08;12,83;0,76;1.092.890,06;0,01;;;463.338.713,55;80.505,00;Ativa;
TOUR11;145,00;27,44;0,22;26.954,82;0,85;;;106.030.567,03;458,00;Ativa;
ATWN11;0,00;0,00;;;0,60;;;93.190.350,85;2,00;Passiva;
TRNT11;109,01;4,97;0,53;19.253,38;0,36;-12,08;-14,10;814.503.427,59;821,00;Passiva;
TRXB11;118,50;7,92;1,16;1.070.287,77;3,38;;;256.217.042,06;133,00;Passiva;
TRXF11;101,62;8,02;0,98;1.829.340,68;19,34;;;583.787.989,61;36.261,00;Ativa;
TSER11;104,58;3,16;1,07;6.482,40;2,41;;;118.309.165,96;15,00;Ativa;
VTXI11;0,00;0,00;;;21,53;;;3.358.357,42;2,00;Ativa;
VCRR11;85,00;2,36;0,87;64.979,28;2,05;;;196.000.004,81;1.866,00;Ativa;
VERE11;233,49;10,21;0,74;;7,63;8,62;;173.113.078,72;53,00;Ativa;
VILG11;107,80;6,20;0,95;3.325.720,18;5,10;;;1.710.598.587,30;141.305,00;Ativa;
VINO11;59,31;8,78;1,00;1.715.158,29;5,35;;;750.488.703,01;87.762,00;Ativa;
VISC11;102,10;4,87;0,86;3.256.172,47;0,93;-12,44;1,93;1.700.299.092,35;197.185,00;Ativa;
VIUR11;83,55;2,38;0,87;319.650,82;15,52;;;259.672.730,49;3.545,00;Ativa;
VSEC11;81,11;9,11;0,81;2.038,30;34,58;;;6.310.816,95;51,00;Ativa;
VSHO11;82,78;3,76;0,82;17.077,88;2,76;;;213.075.783,36;1.886,00;Ativa;
VVPR11;95,20;8,17;0,92;179.802,50;1,25;;;238.213.568,27;1.430,00;Ativa;
VXXV11;819,17;1,52;1,57;2.959.479,33;8,62;;;27.178.728,05;5,00;Ativa;
ESTQ11;0,00;0,00;;;31,17;;;21.758.564,27;5,00;Ativa;
AFCR11;105,50;12,65;1,03;165.701,50;29,28;;;140.621.755,76;3.493,00;Ativa;
AFHI11;92,70;4,21;0,96;962.856,79;8,94;;;172.876.618,28;3.871,00;Ativa;
ALMI11;1.001,15;0,00;0,49;38.028,12;1,99;;-6,63;228.954.055,08;3.317,00;Passiva;
AIEC11;79,85;8,67;0,79;368.749,15;4,99;;;484.941.482,42;3.885,00;Ativa;
ARCT11;99,95;19,94;0,97;310.237,50;21,29;;;164.428.734,58;6.267,00;Ativa;
ARFI11B;479,99;0,00;1,26;;1,34;;;43.541.319,94;28,00;Ativa;
ARRI11;98,20;12,32;1,03;184.101,38;2,94;;;100.316.655,89;4.338,00;Ativa;
BBIM11;0,00;0,00;;;27,37;-12,09;;52.557.925,80;20,00;Ativa;
FVPQ11;121,00;3,28;0,62;48.155,26;4,03;-6,57;-20,96;548.370.997,83;4.867,00;Passiva;
GALG11;102,80;7,24;0,99;1.220.753,50;0,17;;;582.583.570,72;4.952,00;Ativa;
GCFF11;78,95;12,77;0,86;50.388,76;0,42;;;30.993.027,23;1.652,00;Ativa;
AQLL11;385,03;0,00;0,44;641,83;0,00;;-1,26;85.722.594,87;37,00;Ativa;
BICR11;92,63;3,66;0,93;2.058,52;17,24;;;49.923.268,09;583,00;Ativa;
BLMO11;26.004,50;0,00;1,01;147.358,67;6,68;;;98.169.520,08;91,00;Ativa;
BLMR11;74,98;5,67;0,84;786.851,65;3,84;;;229.023.031,55;4.268,00;Ativa;
HCRI11;412,80;8,78;1,35;41.249,76;0,59;6,98;9,43;61.109.871,00;3.170,00;Passiva;
HGBS11;189,79;3,48;0,89;1.172.648,94;0,45;-27,49;-2,54;2.133.821.953,11;80.981,00;Ativa;
HGIC11;107,50;3,61;1,03;131.310,29;0,08;;;24.349.836,41;201,00;Ativa;
HGLG11;161,94;8,22;1,10;6.818.986,65;14,92;13,93;8,62;3.136.631.083,23;294.484,00;Ativa;
HGPO11;222,50;5,88;0,92;296.452,03;5,37;;;423.104.071,79;10.187,00;Passiva;
HGRU11;115,96;7,35;0,99;4.096.612,35;1,39;1,04;4,71;2.159.866.583,92;142.807,00;Ativa;
HLOG11;103,56;7,42;0,91;66.747,24;1,27;;;486.328.074,49;3.940,00;Ativa;
HMOC11;226,95;66,00;0,95;69.159,67;0,67;122,18;;91.223.530,50;209,00;Passiva;
IBCR11;98,00;3,17;1,00;128.300,07;5,89;;;78.345.564,84;324,00;Ativa;
BRHT11B;86,80;0,00;1,06;;0,85;;;151.282.388,31;11,00;--;
BRIM11;1.012,58;0,00;1,03;26.947,00;5,92;;;121.656.716,59;196,00;Ativa;
JPPC11;286,00;30,96;0,52;286,00;4,96;;;30.333.138,80;79,00;Ativa;
KNHY11;106,00;12,71;1,07;2.629.854,24;0,87;20,91;-0,16;1.055.755.273,62;7.364,00;Ativa;
KNIP11;104,90;12,26;1,06;8.945.292,35;10,35;14,84;-1,27;5.860.326.087,09;58.669,00;Ativa;
KNRE11;2,11;3,31;1,04;16.760,62;3,48;;-40,06;37.508.152,63;6.564,00;Ativa;
KNRI11;146,15;5,58;0,93;7.838.833,71;4,37;-3,36;2,18;3.812.168.603,85;238.372,00;Ativa;
CCRF11;100,00;0,64;1,00;9.683,29;25,54;;;157.742.663,58;15,00;Ativa;
CJFI11;0,00;0,00;;;0,72;;;97.925.797,30;1,00;Ativa;
LOFT11B;29,90;8,76;0,35;2.138,00;15,23;;;165.681.151,03;1,00;Ativa;
LUGG11;91,81;6,43;0,74;93.446,91;0,66;;;112.241.926,02;4.345,00;Ativa;
BBPO11;101,30;12,56;1,06;2.715.660,68;4,62;1,05;-6,67;1.523.387.177,77;65.535,00;Passiva;
BBRC11;108,51;10,08;0,96;137.077,35;4,34;-0,51;-6,56;180.048.768,49;8.719,00;Passiva;
CNES11;38,10;4,93;0,44;12.867,32;5,88;6,48;-19,30;257.291.228,20;2.375,00;Passiva;
MALL11;95,01;6,45;0,91;1.139.779,09;3,76;-6,38;-0,65;791.316.943,45;87.963,00;Ativa;
ELDO11B;762,38;7,17;0,62;;0,23;7,52;;973.346.161,56;60,00;Passiva;
MORE11;78,95;10,88;0,84;826.322,09;4,41;;;218.242.576,03;9.726,00;Ativa;
BCRI11;108,90;12,59;1,03;1.555.694,82;12,55;5,88;1,22;660.909.306,69;44.472,00;Ativa;
EQIN11;93,27;10,95;0,99;337.526,56;17,21;-37,88;;135.355.650,25;6.927,00;Ativa;
OULG11;63,66;10,06;0,69;160.059,71;5,75;;;230.407.888,11;6.999,00;Ativa;
OURE11;84,57;10,64;0,87;105.026,21;10,21;8,20;-4,63;83.137.118,16;4.104,00;Ativa;
PABY11;12,10;0,00;;292,25;;;-21,43;-6.986.891,31;444,00;Passiva;
PATC11;63,36;5,79;0,74;311.257,56;1,03;;;297.251.703,66;12.242,00;Ativa;
BMLC11;89,01;7,78;0,83;8.424,82;2,70;16,65;6,64;106.609.617,65;1.552,00;Ativa;
RBRD11;50,29;7,66;0,70;64.349,06;3,72;-30,72;-15,52;133.316.154,95;11.506,00;Passiva;
RBRF11;78,63;10,06;0,90;2.750.058,06;3,47;-3,09;-6,36;1.189.485.453,30;75.474,00;Ativa;
RBRL11;101,96;7,71;0,95;687.903,74;7,38;;;720.808.132,51;6.588,00;Ativa;
RBRP11;75,10;7,48;0,87;1.843.952,88;2,24;2,31;-2,21;1.051.139.668,12;90.597,00;Ativa;
RBRR11;98,10;8,26;0,98;2.888.629,68;7,92;1,76;0,55;1.033.004.122,44;77.668,00;Ativa;
GRLV11;104,51;103,06;17,51;753.753,27;2.489,44;135,25;-3,14;6.407.890,29;2.604,00;Passiva;
GSFI11;4,48;0,00;0,34;224.537,15;20,49;;;910.338.387,64;5.930,00;Ativa;
GTWR11;91,90;8,84;0,91;1.541.348,09;0,41;;;1.210.670.411,52;26.991,00;Ativa;
HAAA11;95,00;5,59;0,99;6.288,70;0,62;;;331.562.969,88;127,00;Ativa;
HABT11;122,75;14,96;1,26;3.553.860,74;13,86;;;527.173.400,33;35.768,00;Ativa;
RMAI11;33,79;0,00;0,30;12.697,30;0,01;;;271.098.110,28;1.162,00;Ativa;
RNDP11;721,91;6,62;0,94;194.676,52;9,27;-7,73;-8,75;82.416.227,43;853,00;Ativa;
RNGO11;59,83;8,07;0,59;219.175,50;1,81;-6,29;-8,93;271.241.491,03;15.901,00;Passiva;
HCST11;93,50;0,00;0,89;1.144,00;10,24;;;30.240.702,80;87,00;Ativa;
HCTR11;119,50;20,44;1,00;11.338.798,76;28,39;;;1.740.509.344,88;160.037,00;Ativa;
HFOF11;86,20;8,13;0,94;2.584.959,12;1,62;-11,05;-0,30;2.114.873.866,67;66.608,00;Ativa;
HGRE11;131,39;6,89;0,78;2.058.536,97;1,43;1,09;0,84;1.995.326.266,17;113.223,00;Ativa;
FCAS11;0,00;0,00;;;186,17;;;80.684.223,04;2,00;Passiva;
HREC11;95,94;9,38;1,06;4.392,62;2,08;;;106.608.568,59;329,00;Ativa;
HSAF11;89,00;10,26;0,93;475.332,74;2,21;;;170.098.393,96;4.531,00;Ativa;
HSLG11;91,46;5,41;0,81;611.672,44;4,73;;;1.428.239.044,63;16.235,00;Ativa;
HSML11;81,25;5,97;0,85;1.929.749,38;1,96;;;1.502.626.555,56;119.621,00;Ativa;
HSRE11;96,80;4,20;1,00;2.166.525,32;1,93;;;828.750.470,51;44,00;Ativa;
HTMX11;96,40;0,00;0,74;190.583,35;0,98;8,60;-6,03;163.633.534,71;24.283,00;Passiva;
HUSC11;119,61;7,44;0,92;8.973,27;1,01;;-1,72;103.591.783,07;727,00;Passiva;
HUSI11;1.045,00;0,00;1,10;211.012,50;6,91;;;95.687.177,11;79,00;Ativa;
JRDM11;65,00;2,86;0,74;57.425,47;2,71;-24,65;-3,11;222.169.162,24;5.221,00;Passiva;
JSRE11;79,21;8,07;0,70;2.290.225,18;0,67;-2,71;-8,23;2.356.635.438,63;48.620,00;Ativa;
JTPR11;2.517,00;0,00;22,17;;15,32;;;24.371.465,06;9,00;Ativa;
KEVE11;980,00;0,00;0,99;2.646,00;2,91;;;146.765.414,84;380,00;Passiva;
KINP11;12,60;6,76;1,49;7.039,69;7,50;;;60.420.974,49;509,00;Ativa;
KISU11;8,97;6,17;0,95;1.438.585,56;8,84;;;416.125.689,90;39.201,00;Ativa;
KNCR11;96,95;4,22;0,98;11.030.284,94;8,51;-15,79;-2,93;3.884.535.257,69;71.757,00;Ativa;
RRCI11;79,94;7,51;0,82;181.813,32;0,36;;;46.864.826,25;2.077,00;Ativa;
BRLA11;0,00;0,00;;;0,18;;;240.172.439,72;126,00;Passiva;
CFHI11;0,00;0,00;;;53,75;;;81.900.386,05;53,00;Ativa;
LFTT11;107,39;6,38;1,77;326.484,70;21,53;;;426.712.409,69;384,00;Ativa;
LGCP11;84,90;7,34;0,86;269.957,29;0,65;;;270.278.318,51;10.165,00;Ativa;
RSPD11;1.301,00;0,00;1,14;1.901,00;7,07;;;170.416.009,04;105,00;Ativa;
RVBI11;92,60;8,98;1,01;421.255,41;2,44;;;131.715.525,86;11.119,00;Ativa;
RZAK11;86,61;5,60;0,90;1.188.766,29;3,27;;;290.188.485,41;6.769,00;Ativa;
MFAI11;79,12;14,67;0,91;66.834,26;0,10;;;26.448.008,16;3.782,00;Ativa;
MFII11;113,76;10,87;1,00;649.441,76;22,73;-3,28;8,73;472.022.495,35;29.956,00;Ativa;
MGCR11;88,00;9,08;0,93;85.695,53;1,47;;;135.067.901,09;2.008,00;Ativa;
MORC11;0,00;0,00;;;0,17;;;46.412.178,78;78,00;Ativa;
ERPA11;140,00;0,00;1,31;140,00;0,01;;;53.057.909,67;13,00;Passiva;
FPAB11;228,50;7,96;0,51;19.534,67;1,15;-14,32;-9,08;335.933.976,92;963,00;Passiva;
FPNG11;0,00;0,00;;;1,18;-12,69;;165.294.119,47;50,00;Ativa;
NAVT11;77,99;3,53;0,84;295.101,94;4,93;;;97.987.520,51;2.040,00;Ativa;
NEWL11;100,92;10,38;0,86;71.681,59;5,41;;;237.978.255,77;1.821,00;Ativa;
NSLU11;226,94;9,67;1,06;222.631,91;1,95;4,25;3,26;244.463.418,39;7.597,00;Passiva;
PLRI11;48,07;6,25;0,97;4.751,76;2,77;-15,30;-16,00;47.388.171,21;788,00;Ativa;
SOLR11;1.220,00;3,21;1,20;1.220,00;1,18;;;63.915.172,04;73,00;Ativa;
NVHO11;11,99;8,52;0,97;2.217,56;1,02;11,64;-28,79;513.992.259,54;2.543,00;Ativa;
NVIF11B;227,50;0,78;1,38;;332,45;;;55.530.622,17;7,00;Ativa;
MCHF11;10,08;1,98;0,91;324.285,56;3,81;;;92.386.919,95;1.968,00;Ativa;
NEWU11;33,15;0,00;0,53;5.631,48;1,37;58,77;;46.517.082,89;1.782,00;Ativa;
NPAR11;14,87;283,85;0,83;8.573,24;12,31;;-49,86;2.136.792,22;548,00;Ativa;
OUFF11;73,02;10,38;0,88;166.063,38;0,99;;;150.417.605,64;8.943,00;Ativa;
OUJP11;87,67;9,87;0,85;908.687,71;18,16;-6,52;-3,01;335.757.352,51;20.784,00;Ativa;
PATL11;73,99;8,93;0,77;1.103.433,12;7,06;;;476.813.923,04;11.935,00;Ativa;
PBLV11;926,98;8,93;0,69;;2,43;;;3.889.366.128,58;2,00;Ativa;
PNPR11;0,00;0,00;;;9,89;;;56.884.509,29;13,00;Ativa;
KFOF11;80,74;8,24;0,83;481.123,76;2,00;6,40;;443.036.980,45;7.598,00;Ativa;
MVFI11;0,00;0,00;;;0,10;;;136.954.847,49;1,00;Ativa;
PRSN11B;0,61;4,49;1,49;3.178,79;14,51;;;21.115.102,42;1.339,00;Ativa;
PRSV11;134,43;1,21;0,56;6.877,35;6,68;28,92;-24,55;46.680.842,12;1.184,00;Passiva;
PRTS11;117,70;0,00;1.471,25;;26,02;;;4.277.599,01;11,00;Ativa;
PRZS11;0,00;0,00;;;0,03;;;55.721.304,32;2,00;Ativa;
PVBI11;87,52;6,98;0,88;2.989.489,24;3,20;;;971.397.527,76;44.776,00;Ativa;
