TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
CXCE11B;84,90;12,27;1,05;95.597,25;5,73;5,03;-4,41;138.924.560,26;2.391,00;Passiva;
DMAC11;20,48;251,98;0,13;46.869,96;17,99;;;24.988.101,37;1.165,00;Passiva;
HGCR11;108,70;6,23;1,03;3.557.923,04;6,40;-11,11;-0,24;1.306.808.981,44;61.629,00;Ativa;
HMOC11;226,95;66,37;0,95;69.159,67;0,67;122,18;;91.223.530,50;209,00;Passiva;
HOSI11;80,50;4,82;0,87;33.438,86;12,57;;;53.290.536,43;2.172,00;Ativa;
HTMX11;106,80;0,00;0,82;260.132,39;1,39;8,60;-9,46;164.711.317,18;24.701,00;Ativa;
CPTS11;103,48;9,53;1,09;7.664.932,18;5,97;1,50;1,69;1.281.820.456,23;67.670,00;Ativa;
CVBI11;106,25;10,80;1,06;3.833.896,89;62,48;;;353.260.153,13;26.041,00;Ativa;
DEVA11;114,47;8,70;1,14;3.706.255,14;36,87;;;575.390.181,80;15.186,00;Ativa;
FEXC11;94,63;8,93;0,99;313.001,39;13,19;-3,59;-4,25;327.839.727,71;10.902,00;Ativa;
FIGS11;59,70;3,15;0,63;309.285,61;4,83;-41,72;-14,97;268.099.624,64;18.424,00;Passiva;
FIIB11;500,00;5,79;1,13;389.977,89;1,10;-2,59;7,28;303.170.409,65;17.429,00;Passiva;
FLMA11;2,75;3,39;0,88;174.255,25;2,17;-17,00;1,24;215.068.478,29;70.360,00;Ativa;
FOFT11;123,00;0,00;1,12;;5,10;-47,71;9,38;131.819.480,59;3.846,00;Ativa;
FPAB11;275,00;7,32;0,61;47.994,80;1,40;-10,84;-8,50;336.731.136,11;1.006,00;Passiva;
BCIA11;103,30;7,93;0,89;551.078,04;3,51;-1,09;-5,40;429.459.197,92;13.795,00;Ativa;
CJCT11;61,95;0,00;0,92;74.135,07;1,37;;2,37;183.253.662,17;1.692,00;Passiva;
CTXT11;28,99;11,59;0,60;18.685,14;0,70;-10,58;90,55;125.469.665,32;4.531,00;Passiva;
BTAL11;102,91;0,16;1,03;778.402,00;77,83;;;598.847.678,70;8.584,00;Ativa;
BTCR11;92,60;6,16;0,96;1.091.971,89;7,90;;;463.812.857,71;7.791,00;Ativa;
BTWR11;0,00;0,00;;;2,51;;;86.291.298,83;51,00;Passiva;
CARE11;0,59;2,33;0,38;85.442,18;0,31;;-33,43;278.730.566,18;10.624,00;Ativa;
CEOC11;70,50;8,20;0,81;114.134,21;2,08;-4,02;-8,16;157.496.578,24;7.261,00;Passiva;
BRIP11;1.130,00;0,00;1,14;46.685,40;20,73;;;53.875.119,45;220,00;Ativa;
BTSG11;0,00;0,00;;;0,46;;;72.734.760,38;49,00;Ativa;
LVBI11;109,66;5,96;1,00;3.291.031,04;23,20;;;1.296.790.012,00;34.707,00;Ativa;
BCFF11;85,20;6,80;1,01;5.960.659,96;5,92;-2,77;-1,73;1.740.044.376,58;267.094,00;Ativa;
CXCO11;106,28;0,00;1,06;1.329.297,00;0,14;;;392.238.638,53;1,00;Ativa;
DLMT11;0,00;0,00;;;0,48;;;13.678.620,49;9,00;Ativa;
EVBI11;101,50;1,26;1,04;281.279,44;2,92;;;105.886.495,88;61,00;Ativa;
GTWR11;104,82;7,84;1,04;1.795.566,36;0,36;;;1.209.916.197,62;26.457,00;Ativa;
HCTR11;146,97;15,11;1,25;6.629.781,43;28,95;;;843.764.436,40;72.284,00;Ativa;
HUSC11;131,32;5,90;1,01;30.000,37;5,10;;;103.056.744,44;632,00;Passiva;
LUGG11;96,60;5,91;0,88;39.812,43;0,85;;;98.835.981,01;4.428,00;Ativa;
URPR11;129,04;17,01;1,27;1.178.245,07;2,35;;;76.934.986,73;4.101,00;Ativa;
DAMT11B;0,00;0,00;;;0,03;;;103.331.574,15;51,00;Passiva;
ESTQ11;0,00;0,00;;;17,07;;;23.487.120,96;5,00;Ativa;
FCFL11;110,80;5,96;1,09;358.082,39;0,49;-0,43;-0,59;352.264.110,79;4.568,00;Passiva;
GCRI11;0,00;0,00;;;9,93;;;44.245.276,34;56,00;Ativa;
GGRC11;121,00;6,93;0,97;2.724.838,11;25,50;-4,66;-2,57;965.036.672,12;91.005,00;Ativa;
HAAA11;105,00;2,56;1,08;1.842,31;1,18;;;263.799.230,63;55,00;Ativa;
HUSI11;1.040,00;0,00;1,09;2.600,00;37,43;;;95.508.870,54;77,00;Ativa;
KISU11;121,99;1,79;1,25;1.445.967,96;2,05;;;74.294.910,61;15.860,00;Ativa;
MALL11;97,70;4,63;0,93;1.837.145,43;4,57;-15,72;-2,44;796.410.355,29;81.005,00;Ativa;
PNPR11;0,00;0,00;;;5,60;;;3.928.246,67;10,00;Ativa;
TEPP11;81,80;7,21;0,86;487.108,79;4,48;;;400.717.948,48;7.431,00;Ativa;
TFOF11;138,00;6,43;1,14;389.140,62;13,36;29,98;-54,24;103.080.374,68;3.278,00;Ativa;
BCRI11;114,61;9,50;1,07;1.129.558,43;4,65;-0,72;3,26;472.576.027,05;37.498,00;Ativa;
GESE11B;1.520,00;5,49;1,13;456.000,00;3,33;;;70.047.980,16;55,00;Passiva;
MGHT11;97,50;6,81;0,97;45.777,85;0,93;;;105.158.472,29;244,00;Ativa;
MOFF11;0,00;0,00;;;5,51;;;193.059.922,44;3,00;Ativa;
PORD11;102,95;9,03;1,02;221.018,93;3,99;;0,71;199.123.743,91;8.486,00;Ativa;
JBFO11;0,00;0,00;;;1,32;;;83.911.271,86;234,00;Ativa;
KEVE11;1.030,00;0,00;1,02;85.906,64;48,86;;;149.138.076,68;366,00;Passiva;
MGCR11;102,42;2,98;1,07;193.719,93;2,89;;;68.653.889,17;806,00;Ativa;
MINT11;103,99;0,00;1,02;54.100,39;42,74;;;53.132.460,48;61,00;Ativa;
MORE11;96,00;8,45;0,95;474.181,39;38,19;;;233.333.373,72;6.432,00;Ativa;
HBCR11;0,00;0,00;;;3,73;;;26.438.914,16;7,00;Ativa;
NCHB11;101,02;10,24;1,09;455.588,39;28,52;-35,77;;52.957.163,75;5.183,00;Ativa;
ONEF11;140,95;5,38;0,88;98.195,89;0,99;-2,90;-52,32;146.178.085,59;4.535,00;Passiva;
ORPD11;129,99;0,00;0,90;18.922,30;0,00;;;41.914.532,76;16,00;Ativa;
OUFF11;83,80;8,90;0,92;246.457,79;12,04;;;164.625.376,70;6.590,00;Ativa;
OUJP11;103,62;7,54;1,00;1.002.102,68;5,80;-7,34;-0,63;237.251.658,80;19.168,00;Ativa;
OULG11;71,70;10,14;0,76;149.658,07;5,83;;;233.874.420,23;6.546,00;Ativa;
PATB11;0,00;0,00;;;5,34;;;492.470.737,12;59,00;Passiva;
PNDL11;0,00;0,00;;;71,37;;;3.797.833,09;46,00;Ativa;
PQAG11;67,99;10,32;1,25;32.407,18;6,39;;;760.743.499,81;340,00;Ativa;
PQDP11;2.839,90;2,51;0,79;134.016,71;1,34;-3,74;-5,64;859.334.636,21;4.179,00;Passiva;
RBBV11;96,90;6,28;0,97;75.562,14;0,38;12,55;12,34;125.711.158,87;3.154,00;Passiva;
RBCB11;19,00;0,00;;;;-15,04;-66,38;0,00;462,00;Ativa;
RBED11;142,30;8,50;0,95;385.961,07;9,45;-6,24;;269.085.967,08;13.486,00;Ativa;
RBFF11;67,65;8,41;0,90;563.884,93;15,47;-2,66;;280.730.877,03;17.338,00;Ativa;
RBGS11;39,93;2,91;0,44;34.855,89;0,58;20,78;-10,87;98.027.491,89;3.046,00;Passiva;
RMAI11;42,99;0,00;0,04;16.603,20;0,72;;;271.169.512,09;1.151,00;Passiva;
RRCI11;88,30;2,65;0,92;90.467,07;11,23;;;46.274.317,79;3.513,00;Ativa;
RVBI11;92,70;7,71;0,96;508.699,50;12,32;;;138.652.994,52;10.348,00;Ativa;
RZAK11;96,50;0,53;0,99;1.065.862,68;18,75;;;291.392.700,47;6.872,00;Ativa;
MTOF11;0,00;0,00;;;1,60;;;189.889.379,05;3,00;Ativa;
SEQR11;90,75;1,49;0,86;72.949,18;4,00;;;156.374.642,51;878,00;Ativa;
SHDP11B;0,00;0,00;;;0,39;-3,22;;2.121.490.028,68;3,00;Passiva;
SJAU11;25.400,00;0,00;1,15;375.314,75;0,63;;;793.464.959,17;65,00;Passiva;
SOLR11;0,00;0,00;;;0,91;;;63.719.456,20;1,00;Ativa;
VTPA11;0,00;0,00;;;2,45;;;73.463.442,15;1,00;Ativa;
BICR11;91,61;3,19;0,92;8.357,04;8,72;;;49.900.159,74;633,00;Ativa;
BLMG11;104,99;1,38;1,05;1.607.365,44;0,86;;;189.626.273,25;82,00;Ativa;
BLMR11;90,89;1,10;0,94;1.057.806,46;27,86;;;247.903.995,90;3.679,00;Ativa;
BPFF11;76,92;8,41;0,89;1.235.277,39;5,67;-4,72;-9,84;388.909.859,86;17.866,00;Ativa;
BRCR11;83,99;6,62;0,78;3.341.921,21;0,80;-27,72;-6,96;2.863.711.202,93;124.148,00;Ativa;
VIFI11;88,49;7,11;0,87;443.358,54;4,68;;;285.966.945,52;3.852,00;Ativa;
VILG11;117,75;5,60;1,03;5.469.492,18;42,09;;;1.235.871.215,46;123.972,00;Ativa;
VINO11;60,20;7,72;0,99;1.875.455,21;3,17;;;767.092.998,33;68.914,00;Ativa;
VSHO11;70,45;1,22;0,70;74.532,71;2,53;;;210.269.828,49;1.810,00;Ativa;
BREV11;108,05;4,00;1,02;8.115,22;2,67;;;98.965.468,76;;Ativa;
DOMC11;439,00;0,00;0,40;17.499,67;0,72;;-8,55;271.169.512,09;1.151,00;Passiva;
BRHT11B;86,80;0,00;1,05;;0,94;;;152.532.141,58;11,00;--;
IFID11;98,00;0,70;1,02;93.289,14;34,19;;;71.828.683,11;2.189,00;Passiva;
FINF11;0,00;0,00;;;0,00;;;83.269.460,16;4,00;Ativa;
RBHY11;100,70;1,56;1,01;110.377,36;47,23;;;59.682.480,26;63,00;Ativa;
RBIR11;78,20;0,00;0,81;81.834,23;66,76;;;147.961.143,01;1.145,00;Ativa;
RBRM11;160.000,00;33,38;0,98;;7,97;;;88.217.345,84;54,00;Ativa;
RBRR11;99,75;5,99;1,01;2.166.697,39;9,19;;;757.868.069,96;68.201,00;Ativa;
RBRS11;79,00;2,56;0,82;23.671,86;34,13;;;101.034.869,38;1.033,00;Ativa;
RBRY11;105,50;7,17;1,01;1.082.140,89;23,66;;;205.131.346,63;3.371,00;Ativa;
RCRB11;153,99;6,85;0,78;1.003.377,46;3,92;12,75;-5,07;729.567.564,25;28.764,00;Ativa;
RCRI11B;1.200,00;4,29;1,17;3.600,00;6,13;;;52.401.460,27;144,00;Ativa;
RDPD11;82,21;5,48;0,83;68.576,04;27,65;;;106.360.557,36;768,00;Ativa;
RECR11;107,06;11,88;1,12;6.288.344,18;25,15;-0,01;0,98;1.363.792.786,47;63.428,00;Ativa;
RECT11;85,75;10,36;0,89;2.365.311,11;3,62;;;669.341.458,08;63.959,00;Ativa;
RECX11;94,50;0,00;0,98;1.445,35;88,04;;;19.040.112,68;315,00;Ativa;
REIT11;928,14;8,14;0,73;21.512,63;13,55;;-9,06;33.411.751,56;51,00;Ativa;
RELG11;98,90;3,28;1,03;160.652,18;4,98;;;89.731.501,91;2.119,00;Ativa;
TORD11;11,35;11,11;1,09;1.765.781,43;0,17;;;140.973.966,68;36.334,00;Ativa;
TRNT11;173,21;3,27;0,84;185.570,19;0,28;-3,01;-1,64;816.233.892,77;681,00;Passiva;
VSLH11;12,26;1,98;1,17;320.274,00;0,03;;;24.778.837,45;5,00;Ativa;
SALI11;0,00;0,00;;;3,13;;;7.890.454,59;2,00;Passiva;
AFCR11;112,00;9,11;1,09;382.094,75;22,50;;;121.872.381,33;1.252,00;Ativa;
AFOF11;165,00;0,00;1,55;382.565,17;5,70;;;39.110.931,50;56,00;Ativa;
AIEC11;89,00;3,80;0,89;361.500,07;4,25;;;483.147.923,80;2.895,00;Ativa;
ALZR11;131,16;4,69;1,28;1.598.668,68;1,72;-6,97;8,42;458.898.939,12;83.323,00;Ativa;
ANCR11B;3.090,00;1,21;0,93;4.047,50;1,27;;;1.499.236.897,56;55,00;Ativa;
AQLL11;388,00;0,00;0,26;388,00;0,00;;;147.909.948,50;37,00;Ativa;
ATWN11;0,00;0,00;;;0,47;;;207.929.102,71;2,00;Passiva;
BRLA11;0,00;0,00;;;2,80;;;80.995.828,69;84,00;Ativa;
ERCR11;0,00;0,00;;;0,13;;;222.673.897,46;13,00;Passiva;
HGIC11;0,00;0,00;;;11,50;;;9.696.448,11;5,00;Ativa;
PRTS11;117,70;0,00;1.307,78;;32,19;;;5.163.717,64;13,00;Ativa;
BBFO11;93,90;1,48;0,96;88.161,93;1,58;;;389.795.067,98;3.695,00;Passiva;
BBPO11;115,98;11,11;1,15;3.648.672,21;5,05;2,07;-7,62;1.603.242.691,49;68.363,00;Passiva;
BBRC11;114,82;10,12;1,02;262.537,21;3,78;1,97;-8,00;179.007.336,92;8.501,00;Passiva;
BLMC11;0,00;0,00;;;4,26;;;9.910.084,27;1,00;Ativa;
BPML11;88,74;1,22;0,64;1.235.504,68;6,20;;;593.924.891,79;781,00;Ativa;
BRCO11;111,45;5,93;1,03;3.183.074,96;8,19;;;1.602.649.105,07;22.651,00;Ativa;
BICE11;0,00;0,00;;;101,80;;;801.319,25;89,00;Ativa;
CJFI11;0,00;0,00;;;0,51;;;80.128.128,47;1,00;Ativa;
FAED11;167,00;9,02;0,78;133.504,39;1,50;-5,90;-9,46;137.326.909,71;5.217,00;Passiva;
FAMB11B;1.239,66;12,15;0,35;60.533,61;8,92;-9,82;-32,15;366.860.312,72;3.895,00;Passiva;
FATN11;98,09;4,36;0,98;70.140,00;0,54;;;53.957.885,60;168,00;Ativa;
FISD11;0,00;0,00;;;0,00;;;122.224.709,66;25,00;Ativa;
EGYR11;0,00;0,00;;;0,01;;;93.217.381,52;1,00;Passiva;
GSFI11;3,67;0,00;0,26;24.379,18;0,00;;;949.452.751,19;5.391,00;Passiva;
PATL11;90,90;4,22;0,94;1.733.474,43;2,51;;;484.588.076,15;7.969,00;Ativa;
RBLG11;110,00;0,57;0,98;113.699,00;34,94;;;72.011.862,19;56,00;Ativa;
RSPD11;1.500,00;0,00;1,35;1.500,00;10,98;;;102.852.595,69;99,00;Ativa;
VERE11;239,61;7,50;0,77;;6,58;0,24;;171.914.834,19;54,00;Ativa;
VGIP11;105,00;10,33;1,11;2.772.984,61;4,38;;;331.299.375,00;20.575,00;Ativa;
VIDS11;0,00;0,00;;;18,73;;;28.403.096,52;314,00;Ativa;
WPLZ11;64,40;0,62;0,61;20.693,50;1,24;22,10;;107.307.294,75;2.002,00;Passiva;
ZIFI11;0,00;0,00;;;0,28;;;10.494.780,98;6,00;Ativa;
VTPL11;0,00;0,00;;;1,04;;;114.721.696,21;56,00;Passiva;
VTVI11;0,00;0,00;;;11,33;;;68.458.829,47;1,00;Ativa;
VTXI11;0,00;0,00;;;25,32;;;3.547.524,71;1,00;Ativa;
VVPR11;98,97;7,19;0,99;79.125,43;18,95;;;231.175.566,98;977,00;Ativa;
VXXV11;0,00;0,00;;;3,51;;;65.765.742,98;4,00;Ativa;
YUFI11;0,00;0,00;;;30,32;;;28.213.844,05;8,00;Ativa;
STRX11;33,08;1.277,12;0,00;;0,19;;;312.941.691,31;53,00;Passiva;
HPDP11;82,00;2,76;0,81;268.338,65;1,52;;;292.814.551,97;337,00;Passiva;
HRDF11;1,70;0,00;0,94;8.037,29;60,53;;;13.757.165,41;1.049,00;Ativa;
HSAF11;98,37;4,33;1,00;388.738,46;2,53;;;89.216.410,70;2.136,00;Ativa;
HSML11;88,08;4,43;0,91;2.960.863,04;2,15;;;1.533.943.856,60;113.581,00;Ativa;
IRDM11;140,09;8,72;1,41;10.868.837,29;4,12;15,98;15,14;1.594.556.077,09;135.240,00;Ativa;
RBCO11;62,97;9,01;0,61;263.163,71;4,15;;;387.794.858,07;3.513,00;Ativa;
RBDS11;21,30;0,00;0,95;4.965,54;4,80;35,29;-62,66;2.847.464,42;1.095,00;Ativa;
ARCT11;108,95;20,63;1,06;1.044.472,39;55,34;;;44.773.404,50;1.484,00;Ativa;
ATCR11;0,00;0,00;;;0,78;;;71.930.854,04;33,00;Ativa;
BBFI11B;2.380,12;12,63;0,94;382.735,43;8,92;2,01;-6,05;329.032.935,30;7.574,00;Passiva;
BBIM11;0,00;0,00;;;16,43;-15,62;;62.200.155,62;20,00;Ativa;
DOVL11B;0,00;0,00;;;3,04;;;58.475.275,68;52,00;Passiva;
FISC11;165,00;0,31;1,05;33.000,00;0,25;;;248.104.275,64;69,00;Ativa;
HGLG11;172,50;6,39;1,17;8.777.608,00;13,70;6,08;7,37;2.718.769.806,08;275.634,00;Ativa;
HGPO11;219,00;5,20;0,90;313.782,57;0,32;;;401.396.002,52;9.671,00;Passiva;
HGRE11;139,50;5,69;0,82;2.899.714,46;0,96;-4,30;-3,03;1.999.370.512,50;109.420,00;Ativa;
LATR11B;144,00;2,55;4,92;13.934,67;95,77;;;3.632.544,32;156,00;Ativa;
PABY11;13,19;0,00;;1.761,12;;;-20,25;-5.351.458,84;445,00;Passiva;
PATC11;67,52;5,12;0,67;1.339.459,29;1,93;;;352.879.842,18;14.531,00;Ativa;
PVBI11;96,87;3,47;1,00;2.332.107,46;14,59;;;937.392.732,60;27.290,00;Ativa;
QAGR11;53,05;8,15;0,91;1.602.511,46;0,54;;;295.113.336,76;16.168,00;Ativa;
QIFF11;100,89;4,58;1,00;180.839,47;1,89;;;15.114.521,35;137,00;Passiva;
SPVJ11;0,00;0,00;;;3,52;;;397.479.378,98;5,00;Ativa;
VSEC11;96,50;4,16;0,99;427.008,59;3,76;;;800.723.489,48;635,00;Ativa;
VTLT11;110,00;7,30;1,08;430.735,29;2,05;;;216.143.204,79;5.246,00;Ativa;
BMII11;0,00;0,00;;;1,05;;;69.617.609,50;12,00;Ativa;
BVAR11;0,00;0,00;;;0,73;3,71;;697.353.855,61;69,00;Passiva;
LFTT11;105,94;3,83;1,90;623.440,26;6,64;;;346.272.415,61;366,00;Ativa;
MAXR11;1.858,99;7,09;0,83;93.806,00;1,43;-2,60;-2,16;132.421.848,81;2.826,00;Ativa;
MBRF11;788,99;12,06;0,69;112.835,68;3,74;-0,47;-10,49;115.903.506,84;2.785,00;Ativa;
MCCI11;102,83;7,05;1,03;3.378.896,29;16,79;;;890.069.479,94;34.296,00;Ativa;
RZTR11;103,17;3,89;1,07;2.715.051,54;4,37;;;473.429.101,68;15.409,00;Ativa;
VOTS11;82,70;4,88;0,84;44.079,41;27,32;;;81.813.976,34;327,00;Ativa;
VRTA11;114,40;8,03;1,13;2.163.946,46;32,62;-7,26;2,19;1.008.122.200,78;87.806,00;Ativa;
XPCI11;97,25;8,19;1,00;4.150.010,18;7,16;;;639.054.044,80;18.169,00;Ativa;
XPCM11;40,15;24,56;0,55;377.449,39;4,80;0,48;-25,80;177.102.007,33;32.724,00;Passiva;
XPHT11;85,15;0,00;0,98;66.764,73;1,07;;;331.147.254,97;1.617,00;Ativa;
CXTL11;281,01;2,87;0,39;239.899,13;4,77;-15,46;-21,46;39.103.828,09;565,00;Passiva;
FCAS11;0,00;0,00;;;186,17;;;80.684.223,04;2,00;Passiva;
RFOF11;86,39;6,70;0,91;280.087,07;1,56;;;102.250.831,81;2.973,00;Ativa;
RNDP11;820,00;5,02;0,87;70.101,14;17,99;-12,46;-4,55;100.750.242,40;837,00;Ativa;
SADI11;83,15;2,96;0,83;408.002,25;12,53;;;319.276.170,35;2.792,00;Ativa;
SAIC11B;36,05;0,00;0,66;369,25;6,48;;;78.491.689,54;54,00;Passiva;
BLCP11;102,97;4,04;1,00;23.785,38;5,91;;;112.436.077,31;159,00;Ativa;
BTLG11;113,20;5,68;1,12;5.305.350,54;25,52;15,88;16,01;1.313.361.872,47;84.039,00;Ativa;
HGFF11;91,08;7,58;0,93;631.619,50;3,05;;;281.119.461,64;8.425,00;Ativa;
HGRU11;123,89;6,62;1,05;5.460.365,61;1,59;;;2.169.541.787,07;114.663,00;Ativa;
HLOG11;115,90;6,63;0,97;1.649.272,04;2,39;;;510.277.875,14;3.518,00;Ativa;
LASC11;95,00;4,37;0,92;4.058,74;16,34;;;259.722.486,91;122,00;Ativa;
LGCP11;94,00;6,24;0,95;479.403,18;0,54;;;269.987.468,14;8.097,00;Ativa;
RBIV11;85,10;7,44;0,85;275.977,43;4,39;;;102.384.810,21;2.503,00;Ativa;
RBRD11;59,58;33,87;0,85;101.797,43;4,12;21,96;-11,52;129.738.852,23;12.813,00;Passiva;
RBRF11;93,40;7,64;1,00;3.724.983,68;12,81;-3,64;-2,25;1.273.257.054,09;71.705,00;Ativa;
RBRL11;108,74;7,77;1,02;1.807.790,75;7,65;;;604.529.038,62;4.746,00;Ativa;
RBRP11;90,10;6,87;1,03;2.844.513,07;0,73;;;749.270.916,60;76.316,00;Ativa;
SHOP11;100,00;0,00;1,64;;6,31;;;90.395.842,94;11,00;Ativa;
VLJS11;1.141,14;2,23;1,34;;7,12;;;50.169.730,67;12,00;Passiva;
VLOL11;102,00;5,24;1,05;133.802,18;1,12;6,18;2,76;172.931.930,01;5.159,00;Passiva;
WTSP11B;49,70;3,88;0,62;53.698,00;4,32;;;79.183.700,51;202,00;Ativa;
CBOP11;74,31;8,02;0,82;107.904,96;0,85;1,86;-55,44;128.387.081,90;4.006,00;Passiva;
FPNG11;0,00;0,00;;;1,03;-17,02;;165.181.266,85;50,00;Ativa;
PBLV11;926,98;10,84;0,70;;3,74;;;3.532.703.688,51;2,00;Ativa;
SARE11;94,00;4,29;0,94;489.735,11;1,86;;;537.320.487,85;4.746,00;Ativa;
ARFI11B;479,99;0,00;0,40;;0,70;;;138.459.284,34;28,00;Ativa;
BZLI11;14,90;0,00;1,29;308.654,54;0,46;;;433.264.649,61;31,00;Ativa;
KINP11;13,85;4,91;1,52;1.829,27;6,52;;;65.047.168,79;365,00;Ativa;
KNCR11;93,90;3,84;0,96;4.508.889,43;8,78;-19,81;-3,87;3.841.149.711,94;68.765,00;Ativa;
KNHY11;114,05;8,58;1,10;1.392.792,82;3,47;;;1.106.277.847,97;5.475,00;Ativa;
MFAI11;102,45;27,80;1,07;136.114,21;17,59;;;28.938.852,33;3.535,00;Ativa;
MFII11;119,09;10,22;1,00;1.438.887,04;21,38;-4,43;-3,63;389.000.781,95;27.581,00;Ativa;
MGFF11;85,88;8,06;0,97;2.018.294,43;3,68;2,24;-4,31;801.584.532,16;51.210,00;Ativa;
NVHO11;15,01;6,47;1,21;9.718,64;0,82;10,95;32,18;513.029.457,24;2.554,00;Ativa;
NVIF11B;227,50;2,48;1,26;;302,63;;;61.008.050,48;7,00;Ativa;
SFND11;83,07;106,37;4,61;;14,03;114,52;;17.691.736,30;55,00;Passiva;
SHPH11;818,07;3,25;1,00;235.566,00;0,47;-7,16;-8,27;499.405.888,72;3.146,00;Passiva;
SPAF11;0,00;0,00;;;3,17;;;11.310.291,92;1,00;Ativa;
TRXB11;118,00;4,90;1,17;717.314,14;3,09;;;251.542.887,10;112,00;Passiva;
TRXF11;106,25;7,21;1,00;2.684.001,61;4,59;;;556.826.708,51;20.000,00;Ativa;
TSNC11;0,00;0,00;;;2,15;5,79;;98.689.572,67;66,00;Ativa;
MXRF11;10,36;8,20;1,03;8.449.760,89;4,43;0,00;-0,13;1.837.655.852,11;335.551,00;Ativa;
TOUR11;122,00;7,96;0,27;16.152,60;25,80;;;4.537.288,68;177,00;Ativa;
ATSA11;109,99;0,00;1,11;8.956,23;1,76;;;173.175.166,97;264,00;Passiva;
KNRI11;149,87;5,28;0,96;4.827.536,07;1,10;-6,01;-3,52;3.767.378.833,72;231.378,00;Ativa;
SPTW11;63,32;21,26;0,91;590.231,04;5,47;24,95;-7,15;124.595.321,77;16.897,00;Passiva;
EDGA11;26,50;6,42;0,34;86.160,68;0,55;-10,57;-17,85;299.273.698,11;7.686,00;Passiva;
FIIP11B;203,75;10,15;1,05;126.449,43;2,54;6,01;-0,54;179.087.530,40;8.755,00;Passiva;
FIVN11;3,10;0,00;0,43;16.637,32;0,02;;-18,33;67.085.424,41;2.454,00;Passiva;
BMLC11;94,93;7,29;0,89;20.432,86;2,48;17,59;5,65;106.654.620,83;1.632,00;Ativa;
