TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
FIGS11;58,37;3,31;0,62;287.166,63;4,68;-41,72;-7,19;269.255.994,59;18.227,00;Passiva;
FIIB11;499,75;6,05;1,13;428.972,77;1,30;-1,29;7,94;302.962.189,17;17.985,00;Passiva;
FLCR11;101,58;2,83;1,00;128.919,03;15,19;;;50.633.558,50;127,00;Ativa;
FLMA11;2,92;3,15;0,94;225.161,46;2,06;-17,36;5,88;214.749.677,44;74.910,00;Ativa;
FLRP11;1.305,00;5,18;0,79;35.049,72;1,78;-2,22;2,84;108.398.133,18;974,00;Passiva;
FMOF11;70,01;2,46;0,53;3.977,97;1,32;23,48;-11,21;67.175.179,13;364,00;Passiva;
FPAB11;245,01;8,03;0,55;67.296,53;1,13;-11,51;-11,79;336.136.819,88;983,00;Passiva;
SBCL11;0,00;0,00;;;127,26;;;37.873.498,19;1,00;Ativa;
GALG11;109,58;3,73;1,08;1.255.738,69;0,39;;;568.509.424,27;3.495,00;Ativa;
GCRI11;102,10;3,94;1,00;102.985,25;15,15;;;88.248.618,10;149,00;Ativa;
TEPP11;80,36;7,29;0,85;406.472,54;3,04;;;399.750.365,30;7.821,00;Ativa;
VILG11;117,65;5,60;1,03;4.977.911,86;10,77;;;1.717.681.134,13;132.156,00;Ativa;
VINO11;60,34;7,87;1,01;2.094.462,51;3,82;;;760.704.358,28;73.841,00;Ativa;
VISC11;107,91;3,62;0,90;2.936.487,86;0,72;-18,34;0,87;1.703.769.909,71;191.465,00;Ativa;
VTPA11;0,00;0,00;;;2,51;;;73.511.754,33;1,00;Ativa;
MGLG11;0,00;0,00;;;98,51;;;19.948.434,54;2,00;Ativa;
BBFO11;88,00;2,11;0,92;118.673,17;1,49;;;382.522.537,75;3.775,00;Passiva;
BBPO11;114,74;11,26;1,14;2.039.482,40;4,78;2,01;-6,09;1.599.619.138,41;65.788,00;Passiva;
MORC11;0,00;0,00;;;100,08;;;18.620.640,78;54,00;Ativa;
MORE11;86,00;9,95;0,86;553.811,23;1,55;;;231.328.974,76;6.086,00;Ativa;
BCFF11;85,25;6,91;1,01;5.360.785,97;21,66;-2,32;2,13;2.130.516.253,11;279.598,00;Ativa;
BCIA11;98,06;8,24;0,87;638.882,77;2,01;-1,92;-5,72;418.706.535,03;13.547,00;Ativa;
BCRI11;118,72;9,83;1,11;1.249.785,29;2,45;1,02;4,95;469.801.628,14;37.798,00;Ativa;
BLMG11;102,47;2,12;1,03;628.822,26;22,66;;;377.762.155,35;2.557,00;Ativa;
ORPD11;132,83;0,00;0,90;635,00;0,00;;;42.692.384,97;16,00;Ativa;
OUFF11;83,97;8,82;0,94;282.712,34;0,79;;;162.175.591,32;7.801,00;Ativa;
OUJP11;101,85;7,70;0,99;879.695,83;29,52;-7,71;-0,05;336.009.243,08;24.438,00;Ativa;
BRIP11;1.150,00;0,00;1,16;214.325,60;19,72;;;90.100.652,55;231,00;Ativa;
BTAL11;101,57;0,97;1,01;1.193.067,60;49,91;;;600.980.508,82;9.611,00;Ativa;
BTCR11;93,50;6,39;0,97;1.458.641,11;6,14;;;465.442.757,62;8.187,00;Ativa;
BTWR11;0,00;0,00;;;2,62;;;86.212.156,91;52,00;Passiva;
BZEL11;0,00;0,00;;;0,03;;;539.028.839,05;2,00;Ativa;
PQDP11;2.770,00;2,62;0,76;192.056,66;0,78;-7,82;-3,16;865.516.627,25;4.198,00;Passiva;
RBRS11;78,00;3,10;0,81;26.597,37;30,32;;;101.146.528,12;1.096,00;Ativa;
RBRY11;103,60;8,03;0,99;1.087.891,94;32,68;;;354.387.923,26;8.168,00;Ativa;
RCRB11;135,00;7,85;0,69;892.181,03;1,66;13,97;-7,24;726.269.330,15;29.216,00;Ativa;
CPTS11;99,69;10,65;1,05;9.132.163,03;4,55;4,34;0,00;1.749.247.095,88;82.502,00;Ativa;
DLMT11;0,00;0,00;;;1,73;;;13.868.494,31;9,00;Ativa;
EGYR11;0,00;0,00;;;0,00;;;93.129.477,25;5,00;Passiva;
FISD11;0,00;0,00;;;0,00;;;119.122.525,36;25,00;Ativa;
VSHO11;74,85;1,28;0,74;48.560,83;2,74;;;211.859.538,12;1.844,00;Ativa;
GTWR11;105,97;7,74;1,05;1.670.590,06;0,32;;;1.209.330.002,24;26.984,00;Ativa;
JFLL11;95,22;2,02;0,98;91.248,43;1,89;;;145.080.526,29;1.504,00;Ativa;
JRDM11;69,00;2,41;0,79;110.706,46;3,09;-7,11;-3,49;220.206.678,75;5.564,00;Passiva;
KEVE11;1.010,00;0,00;1,00;289.875,77;11,16;;;149.127.455,44;379,00;Passiva;
KISU11;105,06;2,85;1,11;2.372.814,37;1,40;;;72.254.946,69;22.298,00;Ativa;
KNIP11;108,55;9,84;1,05;12.463.356,89;5,39;7,74;0,36;4.852.707.336,45;57.142,00;Ativa;
LOFT11B;29,90;28,66;0,34;2.138,00;18,26;;;201.373.595,66;98,00;Ativa;
MOFF11;0,00;0,00;;;1,77;;;190.843.300,77;3,00;Ativa;
PATL11;91,53;4,82;0,95;1.474.829,31;2,36;;;481.744.332,63;11.660,00;Ativa;
PEMA11;88,00;0,00;0,86;1.119.621,42;2,69;;;56.461.447,05;65,00;Ativa;
PLOG11;94,50;0,75;0,99;101.839,89;4,95;;;71.539.479,62;1.568,00;Ativa;
PNDL11;0,00;0,00;;;84,02;;;8.086.148,38;46,00;Ativa;
SHDP11B;0,00;0,00;;;0,06;-8,14;;2.136.693.964,61;3,00;Passiva;
SJAU11;116,51;0,00;1,17;632.562,50;0,59;;;793.152.279,12;114,00;Passiva;
SOLR11;1.200,00;0,00;1,17;1.200,00;2,24;;;64.583.515,87;32,00;Ativa;
TRNT11;144,26;3,90;0,70;41.320,76;0,29;-6,33;-5,33;816.093.501,75;704,00;Passiva;
TSER11;0,00;0,00;;;10,48;;;119.323.857,40;11,00;Ativa;
URPR11;125,10;17,85;1,26;1.757.664,11;14,74;;;165.389.805,87;8.477,00;Ativa;
VTRT11;0,00;0,00;;;20,14;;;1.030.654.046,20;499,00;Ativa;
VVPR11;99,00;7,30;0,99;151.573,74;0,33;;;230.627.036,90;1.024,00;Ativa;
VXXV11;0,00;0,00;;;0,96;;;72.452.019,06;4,00;Ativa;
WPLZ11;67,00;0,45;0,64;12.020,94;0,84;22,10;-1,45;106.573.539,69;1.965,00;Passiva;
YUFI11;0,00;0,00;;;6,63;;;36.552.294,27;8,00;Ativa;
ZIFI11;0,00;0,00;;;0,08;;;18.485.920,24;6,00;Ativa;
ATWN11;0,00;0,00;;;0,79;;;93.315.310,89;2,00;Passiva;
AIEC11;87,99;4,49;0,88;406.199,11;4,46;;;483.603.291,35;3.012,00;Ativa;
ALZR11;125,00;5,00;1,22;1.305.518,29;1,87;-7,11;8,78;459.174.855,56;87.562,00;Ativa;
ANCR11B;3.400,00;1,10;1,02;3.400,00;1,27;;;1.499.236.897,56;55,00;Ativa;
AQLL11;385,03;0,00;0,26;2.208,75;0,00;;;145.997.093,41;37,00;Ativa;
BPFF11;79,69;8,02;0,94;1.200.677,80;8,35;-5,03;-6,53;380.116.251,45;18.970,00;Ativa;
BPML11;89,53;0,90;0,66;74.704,54;6,68;;;585.123.766,98;1.059,00;Ativa;
BRCO11;108,00;6,10;1,00;2.436.158,14;3,10;;;1.602.518.480,03;31.277,00;Ativa;
BRCR11;83,03;6,74;0,77;2.615.675,94;0,69;-27,99;-3,70;2.861.919.636,26;126.022,00;Ativa;
BRHT11B;86,80;0,00;1,05;;1,26;;;152.095.896,16;11,00;--;
BBRC11;116,69;9,98;1,02;202.526,89;3,77;1,66;-4,68;182.730.068,76;8.772,00;Passiva;
CTXT11;23,00;13,17;0,48;26.139,71;0,69;-13,53;77,68;125.456.495,93;4.417,00;Passiva;
DAMT11B;0,00;0,00;;;0,05;;;105.068.934,73;51,00;Passiva;
BRLA11;0,00;0,00;;;0,87;;;122.532.483,32;84,00;Ativa;
CCRF11;0,00;0,00;;;84,17;;;62.812.309,49;11,00;Ativa;
FINF11;0,00;0,00;;;0,13;;;82.775.507,57;4,00;Ativa;
BLMC11;0,00;0,00;;;20,79;;;29.577.898,64;23,00;Ativa;
HCRI11;410,00;8,39;1,35;83.376,51;0,53;6,22;5,72;60.623.666,52;3.199,00;Passiva;
HCST11;99,12;0,00;0,92;31.419,47;22,45;;;25.428.462,95;81,00;Ativa;
HCTR11;137,91;16,87;1,18;11.252.476,31;4,70;;;1.191.772.877,57;85.619,00;Ativa;
HGCR11;105,26;6,55;1,01;3.016.581,77;6,32;-10,50;-0,55;1.295.499.170,54;59.513,00;Ativa;
AFCR11;111,32;9,20;1,07;458.695,66;1,71;;;123.444.882,79;1.652,00;Ativa;
AFHI11;92,00;0,54;0,96;457.979,35;45,56;;;171.402.029,05;3.242,00;Ativa;
AFOF11;224,00;0,00;2,08;265.052,39;10,70;;;39.463.995,21;87,00;Ativa;
HOSI11;80,05;6,22;0,87;32.335,71;12,60;;;53.020.719,64;2.216,00;Ativa;
HREC11;100,85;5,43;1,03;115.706,32;2,19;;;88.406.810,75;185,00;Ativa;
HSLG11;106,05;2,48;1,01;1.360.004,03;4,58;;;1.333.095.980,39;13.731,00;Ativa;
HSRE11;93,01;2,03;0,96;212.468,46;1,96;;;824.684.495,66;25,00;Ativa;
HTMX11;103,00;0,00;0,79;207.864,23;1,05;8,60;-5,15;164.389.940,42;24.831,00;Ativa;
HUSC11;130,89;6,48;1,01;12.434,14;1,52;;;103.229.708,91;654,00;Passiva;
HUSI11;1.040,00;0,00;1,09;3.120,00;27,92;;;95.541.037,03;77,00;Ativa;
IBFF11;67,75;7,35;0,79;178.283,20;4,13;;;57.272.721,51;5.490,00;Ativa;
JBFO11;0,00;0,00;;;0,44;;;127.927.346,47;338,00;Ativa;
BICE11;0,00;0,00;;;110,33;;;619.782,08;88,00;Ativa;
BREV11;106,07;4,16;1,00;251,13;2,67;;;98.928.504,28;78,00;Ativa;
HCHG11;0,00;0,00;;;50,72;;;6.628.046,93;103,00;Ativa;
CARE11;0,83;1,86;0,52;401.243,23;1,80;;-23,31;288.700.842,07;10.624,00;Ativa;
HFOF11;99,00;7,67;1,03;4.719.873,83;1,78;-4,08;0,94;2.071.075.904,19;66.145,00;Ativa;
HGBS11;200,76;2,77;0,91;1.872.996,06;0,44;-29,38;-4,08;2.197.222.976,79;81.967,00;Ativa;
KNSC11;103,90;5,35;1,09;4.452.392,51;0,50;;;251.637.323,87;16.020,00;Ativa;
LKDV11;0,00;0,00;;;40,09;;;21.890.968,30;58,00;Ativa;
ESTQ11;0,00;0,00;;;26,21;;;23.346.792,03;5,00;Ativa;
EVBI11;100,00;1,92;1,02;33.912,67;2,32;;;105.965.450,46;95,00;Ativa;
PATB11;0,00;0,00;;;6,06;;;504.159.467,74;59,00;Ativa;
PRTS11;117,70;0,00;1.307,78;;30,34;;;5.019.777,61;13,00;Ativa;
RBBV11;97,85;7,10;0,97;63.063,43;1,08;11,20;15,81;126.592.088,63;3.143,00;Passiva;
RBCB11;19,00;0,00;;;;-15,04;-63,80;0,00;462,00;Ativa;
RBED11;146,62;8,27;0,98;383.140,83;5,07;-6,20;-2,03;303.972.517,73;11.599,00;Ativa;
RBFF11;68,00;8,66;0,93;625.069,83;3,91;-0,50;;274.271.050,16;18.119,00;Ativa;
RBGS11;38,00;3,27;0,42;17.050,97;0,43;18,88;-8,27;98.419.602,49;3.020,00;Passiva;
RBHY11;103,00;2,88;1,02;43.813,76;26,57;;;60.865.645,00;161,00;Ativa;
RBIR11;74,90;0,00;0,77;84.111,70;58,66;;;148.043.854,09;1.168,00;Ativa;
RBLG11;108,00;0,90;0,94;4.650,50;18,07;;;73.209.362,34;62,00;Ativa;
RBRM11;160.000,00;43,07;0,98;;0,10;;;88.075.056,64;54,00;Ativa;
RMAI11;44,10;0,00;0,41;16.101,50;0,09;;;264.351.778,61;1.158,00;Passiva;
ROOF11;0,00;0,00;;;54,40;;;30.190.535,10;27,00;Ativa;
RRCI11;87,51;3,47;0,91;101.233,29;8,17;;;46.239.188,51;2.038,00;Ativa;
RSPD11;1.300,00;0,00;1,18;5.788,50;0,95;;;102.455.181,63;101,00;Ativa;
RVBI11;95,01;7,67;1,01;483.199,34;9,24;;;135.657.765,35;10.824,00;Ativa;
RZAK11;95,41;1,58;0,98;1.088.256,91;5,34;;;292.029.989,18;6.843,00;Ativa;
SALI11;0,00;0,00;;;3,50;;;7.912.398,24;2,00;Passiva;
TBOF11;15,56;0,55;103,73;;72,69;72,22;-42,18;1.554.972,69;9.158,00;Passiva;
TCIN11;100,31;0,00;0,79;249.834,71;3,40;;;88.964.716,33;108,00;Ativa;
VERE11;235,53;7,99;0,75;;7,23;1,51;;172.446.537,68;54,00;Ativa;
VGHF11;9,60;1,56;0,99;342.412,23;35,94;;;160.146.466,10;2.557,00;Ativa;
VGIP11;104,16;11,13;1,09;3.038.749,63;30,67;;;513.403.781,40;28.317,00;Ativa;
VGIR11;91,65;5,96;0,95;1.149.719,09;1,41;;;435.967.414,18;22.848,00;Ativa;
VIDS11;0,00;0,00;;;13,02;;;28.311.021,39;314,00;Ativa;
STRX11;8,52;5.272,34;0,00;;0,19;;;312.941.691,31;53,00;Passiva;
HPDP11;80,82;2,86;0,80;15.139,53;1,25;;;293.216.006,53;370,00;Passiva;
HRDF11;1,71;0,00;1,02;37.339,89;61,56;;;12.678.450,44;1.107,00;Ativa;
HSAF11;99,33;5,40;1,01;703.917,51;1,68;;;89.207.447,69;3.205,00;Ativa;
HSML11;89,20;4,37;0,91;2.862.797,80;2,16;;;1.539.379.240,33;119.802,00;Ativa;
IRDM11;134,10;10,40;1,35;7.469.791,80;24,26;14,95;14,41;2.184.331.212,91;155.014,00;Ativa;
RBCO11;57,80;9,61;0,57;309.902,34;3,78;;;383.980.859,75;3.968,00;Ativa;
RBDS11;21,20;0,00;0,94;5.743,66;4,80;35,29;-62,31;2.847.464,42;1.095,00;Ativa;
ARCT11;110,00;22,51;1,08;692.803,00;83,85;;;162.535.424,95;5.068,00;Ativa;
ATCR11;0,00;0,00;;;0,54;;;71.751.408,90;33,00;Ativa;
BBFI11B;2.599,90;11,75;1,03;440.748,06;8,82;2,33;6,08;327.841.152,42;7.774,00;Passiva;
BBIM11;0,00;0,00;;;23,07;-15,87;;64.366.133,81;20,00;Ativa;
DOVL11B;0,00;0,00;;;3,44;;;58.931.721,67;7,00;Ativa;
FISC11;165,00;0,50;1,05;33.000,00;0,37;;;247.786.515,54;70,00;Ativa;
HGLG11;169,41;6,51;1,15;5.878.845,74;13,34;6,54;7,86;2.706.356.204,54;279.672,00;Ativa;
HGPO11;216,00;5,32;0,89;291.981,54;0,43;;;402.286.702,76;9.867,00;Passiva;
HGRE11;128,99;6,23;0,76;3.289.765,57;0,42;-3,69;-2,47;1.999.657.650,61;109.764,00;Ativa;
LATR11B;167,00;2,20;5,75;7.145,60;95,78;;;3.605.237,54;160,00;Ativa;
PABY11;12,59;0,00;;1.058,10;;;-19,42;-5.574.880,44;448,00;Passiva;
PATC11;68,25;5,08;0,79;778.509,17;1,87;;;301.715.125,49;13.836,00;Ativa;
PVBI11;93,40;4,13;0,97;2.082.162,71;14,54;;;937.392.495,36;30.253,00;Ativa;
QAGR11;52,20;8,52;0,89;1.124.056,11;0,19;;;294.769.700,89;17.634,00;Ativa;
QIFF11;104,00;5,16;1,05;48.825,50;0,99;;;14.821.319,13;168,00;Passiva;
SPVJ11;0,00;0,00;;;7,17;;;505.986.099,54;24,00;Ativa;
VSEC11;97,48;3,97;1,00;303.916,24;15,47;;;1.645.739.378,89;49,00;Ativa;
VTLT11;110,42;7,31;1,08;439.756,91;2,05;;3,17;216.152.976,86;5.492,00;Ativa;
BMII11;0,00;0,00;;;0,43;;;69.338.223,40;12,00;Ativa;
BVAR11;0,00;0,00;;;0,94;7,31;;681.882.072,26;69,00;Passiva;
LFTT11;105,05;3,86;1,73;204.571,18;18,30;;;425.570.870,66;361,00;Ativa;
MAXR11;95,00;7,90;0,80;135.058,17;1,03;-3,75;-2,05;133.651.738,92;2.838,00;Ativa;
MBRF11;863,00;10,87;0,76;95.157,86;3,78;-1,11;-6,18;115.970.743,21;2.846,00;Ativa;
MCCI11;101,98;7,40;1,02;4.230.480,60;11,82;;;896.572.052,46;42.983,00;Ativa;
RZTR11;101,77;4,63;1,05;3.119.730,43;57,66;;;1.075.487.091,93;33.715,00;Ativa;
VOTS11;83,81;5,04;0,85;9.895,83;10,25;;;82.017.484,80;322,00;Ativa;
VRTA11;110,52;8,49;1,09;2.121.761,51;10,40;-7,52;1,46;1.010.653.241,50;90.108,00;Ativa;
XPCI11;99,07;8,37;1,02;3.750.307,34;8,10;;;638.975.828,69;23.674,00;Ativa;
XPCM11;39,60;23,74;0,55;373.770,57;3,71;-1,35;-25,71;174.676.493,81;32.729,00;Passiva;
XPHT11;86,71;0,00;1,00;48.130,47;0,77;;;331.031.113,19;1.617,00;Ativa;
CXTL11;345,99;3,59;0,53;16.396,79;1,86;-0,27;-15,82;35.034.656,80;569,00;Passiva;
FCAS11;0,00;0,00;;;186,17;;;80.684.223,04;2,00;Passiva;
RFOF11;82,80;7,48;0,88;292.796,54;0,67;;;101.001.640,04;3.222,00;Ativa;
RNDP11;713,93;30,48;0,76;52.026,74;22,30;51,43;-8,27;101.219.947,26;866,00;Ativa;
SADI11;85,93;2,79;0,86;462.466,69;6,60;;;319.600.945,21;2.831,00;Ativa;
SAIC11B;36,05;0,00;0,66;756,50;6,48;;;78.062.851,74;52,00;Passiva;
BLCP11;98,99;5,51;0,98;12.063,03;3,79;;;194.972.275,62;169,00;Ativa;
BTLG11;110,73;6,10;1,10;6.494.356,83;12,39;16,23;15,59;1.306.865.918,90;101.452,00;Ativa;
HGFF11;86,00;8,02;0,89;676.801,34;3,74;;;277.011.967,82;8.564,00;Ativa;
HGRU11;116,56;7,04;0,99;6.498.079,14;1,78;1,72;;2.170.969.775,73;124.528,00;Ativa;
HLOG11;114,38;6,71;0,96;380.924,91;2,05;;;507.955.972,93;4.050,00;Ativa;
LASC11;93,00;4,52;0,90;218.049,20;9,87;;;260.397.391,07;141,00;Ativa;
LGCP11;91,70;6,50;0,93;324.012,74;0,63;;;270.141.971,62;8.396,00;Ativa;
RBIV11;83,29;8,05;0,83;309.455,66;4,08;;;103.013.163,23;2.772,00;Ativa;
RBRD11;62,14;32,40;0,87;111.968,91;4,06;20,01;-9,34;131.842.763,02;12.341,00;Passiva;
RBRF11;89,50;8,64;0,97;3.354.555,80;10,05;-4,37;-3,79;1.257.991.638,81;71.271,00;Ativa;
RBRL11;106,61;7,56;0,99;1.365.279,20;14,80;;;607.030.845,85;5.518,00;Ativa;
RBRP11;86,50;7,04;0,99;3.364.918,94;26,76;;;1.062.752.449,92;87.562,00;Ativa;
SHOP11;100,00;0,00;1,64;;5,09;;;90.083.710,23;11,00;Ativa;
VLJS11;1.141,14;3,83;3,50;;20,36;;;10.740.150,05;12,00;Passiva;
VLOL11;98,00;5,60;1,01;153.229,63;1,14;5,84;4,13;172.912.556,68;4.888,00;Passiva;
WTSP11B;45,20;3,88;0,57;13.432,88;3,76;;;79.125.016,62;206,00;Ativa;
CBOP11;71,99;8,40;0,79;297.574,17;1,06;2,37;2,45;128.415.105,52;3.924,00;Passiva;
FPNG11;0,00;0,00;;;1,04;-17,46;;165.209.227,75;50,00;Ativa;
PBLV11;926,98;10,84;0,69;;3,15;;;3.632.327.213,55;2,00;Ativa;
SARE11;100,89;4,35;1,01;926.248,66;1,46;;;537.488.360,33;5.916,00;Ativa;
ARFI11B;479,99;0,00;0,41;;0,10;;;134.352.418,88;28,00;Ativa;
BZLI11;14,50;0,00;1,27;352.192,26;1,57;;2,28;439.665.897,40;31,00;Ativa;
KINP11;13,50;5,04;1,57;2.240,59;3,34;;;61.581.654,62;433,00;Ativa;
KNCR11;91,59;3,89;0,93;4.242.913,43;9,83;-20,25;-4,58;3.847.357.167,46;67.592,00;Ativa;
KNHY11;110,56;9,49;1,08;2.262.313,54;2,22;;;1.095.864.456,08;6.093,00;Ativa;
MFAI11;99,20;29,62;1,04;98.245,83;14,71;;;29.005.724,02;3.775,00;Ativa;
MFII11;116,00;10,39;0,97;1.018.245,29;33,13;-4,67;-1,02;475.137.918,26;29.583,00;Ativa;
MGFF11;84,19;8,23;0,98;1.899.554,49;1,79;-0,63;-4,28;779.807.430,42;51.497,00;Ativa;
NVHO11;14,36;6,84;1,16;6.983,29;0,89;11,02;21,48;513.343.242,82;2.581,00;Ativa;
NVIF11B;227,50;2,08;1,34;;322,07;;;57.310.677,40;7,00;Ativa;
